,Filename,Injected_Charges
0,c_ALL_20210511082920541.csv,-1.17537145e-05
1,c_ALL_20210511082921138.csv,-1.1831065e-05
2,c_ALL_20210511083017799.csv,-1.16817145e-05
3,c_ALL_20210511083018048.csv,-1.1604164e-05
4,c_ALL_20210511083018301.csv,-1.1707586e-05
5,c_ALL_20210511083018547.csv,-1.16537335e-05
6,c_ALL_20210511083018800.csv,-1.1687569e-05
7,c_ALL_20210511083019047.csv,-1.16841645e-05
8,c_ALL_20210511083019301.csv,-1.17176195e-05
9,c_ALL_20210511083019547.csv,-1.16180945e-05
10,c_ALL_20210511083019797.csv,-1.1644798e-05
11,c_ALL_20210511083020048.csv,-1.16896575e-05
12,c_ALL_20210511083020296.csv,-1.16747835e-05
13,c_ALL_20210511083020547.csv,-1.15867525e-05
14,c_ALL_20210511083020798.csv,-1.16155825e-05
15,c_ALL_20210511083021047.csv,-1.15985805e-05
16,c_ALL_20210511083021297.csv,-1.1649258e-05
17,c_ALL_20210511083021547.csv,-1.16551325e-05
18,c_ALL_20210511083021797.csv,-1.15743125e-05
19,c_ALL_20210511083022046.csv,-1.164037e-05
20,c_ALL_20210511083022297.csv,-1.16028805e-05
21,c_ALL_20210511083022546.csv,-1.1558849e-05
22,c_ALL_20210511083022801.csv,-1.1617093e-05
23,c_ALL_20210511083023047.csv,-1.15661605e-05
24,c_ALL_20210511083023297.csv,-1.15421105e-05
25,c_ALL_20210511083023546.csv,-1.16215765e-05
26,c_ALL_20210511083023796.csv,-1.15464645e-05
27,c_ALL_20210511083024047.csv,-1.1646466e-05
28,c_ALL_20210511083024296.csv,-1.1553647e-05
29,c_ALL_20210511083024547.csv,-1.1553891e-05
30,c_ALL_20210511083024801.csv,-1.1574423e-05
31,c_ALL_20210511083025047.csv,-1.1639068e-05
32,c_ALL_20210511083025297.csv,-1.1605178e-05
33,c_ALL_20210511083025548.csv,-1.15972055e-05
34,c_ALL_20210511083025796.csv,-1.162577e-05
35,c_ALL_20210511083026049.csv,-1.15403485e-05
36,c_ALL_20210511083026297.csv,-1.15308555e-05
37,c_ALL_20210511083026546.csv,-1.15612855e-05
38,c_ALL_20210511083026796.csv,-1.1525901e-05
39,c_ALL_20210511083027047.csv,-1.1595306e-05
40,c_ALL_20210511083027301.csv,-1.1659017e-05
41,c_ALL_20210511083027547.csv,-1.16392585e-05
42,c_ALL_20210511083027797.csv,-1.1669777e-05
43,c_ALL_20210511083028047.csv,-1.16171245e-05
44,c_ALL_20210511083028300.csv,-1.16316215e-05
45,c_ALL_20210511083028547.csv,-1.15434795e-05
46,c_ALL_20210511083028796.csv,-1.1572157e-05
47,c_ALL_20210511083029047.csv,-1.1496243e-05
48,c_ALL_20210511083029297.csv,-1.152829e-05
49,c_ALL_20210511083029547.csv,-1.15902995e-05
50,c_ALL_20210511083029798.csv,-1.1531244e-05
51,c_ALL_20210511083030049.csv,-1.1506267e-05
52,c_ALL_20210511083030304.csv,-1.1559988e-05
53,c_ALL_20210511083030549.csv,-1.15681675e-05
54,c_ALL_20210511083030802.csv,-1.14366555e-05
55,c_ALL_20210511083031047.csv,-1.14732775e-05
56,c_ALL_20210511083031296.csv,-1.1577278e-05
57,c_ALL_20210511083031547.csv,-1.15217865e-05
58,c_ALL_20210511083031796.csv,-1.1621802e-05
59,c_ALL_20210511083032047.csv,-1.15042855e-05
60,c_ALL_20210511083032297.csv,-1.15159745e-05
61,c_ALL_20210511083032548.csv,-1.14889545e-05
62,c_ALL_20210511083032802.csv,-1.16088715e-05
63,c_ALL_20210511083033046.csv,-1.1576939e-05
64,c_ALL_20210511083033300.csv,-1.1576359e-05
65,c_ALL_20210511083033546.csv,-1.14932e-05
66,c_ALL_20210511083033801.csv,-1.1487556e-05
67,c_ALL_20210511083034046.csv,-1.15253075e-05
68,c_ALL_20210511083034300.csv,-1.15248725e-05
69,c_ALL_20210511083034546.csv,-1.15563295e-05
70,c_ALL_20210511083034796.csv,-1.1450442e-05
71,c_ALL_20210511083035047.csv,-1.14257925e-05
72,c_ALL_20210511083035303.csv,-1.1420979e-05
73,c_ALL_20210511083035547.csv,-1.14534605e-05
74,c_ALL_20210511083035801.csv,-1.13858985e-05
75,c_ALL_20210511083036047.csv,-1.13841855e-05
76,c_ALL_20210511083036297.csv,-1.15329125e-05
77,c_ALL_20210511083036548.csv,-1.14947965e-05
78,c_ALL_20210511083036801.csv,-1.1563497e-05
79,c_ALL_20210511083037047.csv,-1.15242605e-05
80,c_ALL_20210511083037302.csv,-1.1323158e-05
81,c_ALL_20210511083037548.csv,-1.14516575e-05
82,c_ALL_20210511083037800.csv,-1.145199e-05
83,c_ALL_20210511083038046.csv,-1.1471486e-05
84,c_ALL_20210511083038297.csv,-1.14270845e-05
85,c_ALL_20210511083038546.csv,-1.1424951e-05
86,c_ALL_20210511083038803.csv,-1.14325775e-05
87,c_ALL_20210511083039049.csv,-1.13881505e-05
88,c_ALL_20210511083039301.csv,-1.1448593e-05
89,c_ALL_20210511083039547.csv,-1.1438254e-05
90,c_ALL_20210511083039796.csv,-1.13860545e-05
91,c_ALL_20210511083040047.csv,-1.14405625e-05
92,c_ALL_20210511083040298.csv,-1.14718665e-05
