,Filename,Absolute_Injected_Charges
0,tension_ALL_20200821093617060.csv,2.9695035e-06
1,tension_ALL_20200821093618052.csv,3.0913977e-06
2,tension_ALL_20200821093619043.csv,2.9978337e-06
3,tension_ALL_20200821093620052.csv,3.1645224e-06
4,tension_ALL_20200821093621046.csv,2.9123949e-06
5,tension_ALL_20200821093622054.csv,2.9584935e-06
6,tension_ALL_20200821093623041.csv,3.2124546e-06
7,tension_ALL_20200821093624047.csv,3.2493165e-06
8,tension_ALL_20200821093625046.csv,3.0377394e-06
9,tension_ALL_20200821093626054.csv,3.0020355e-06
10,tension_ALL_20200821093627051.csv,3.176127e-06
11,tension_ALL_20200821093628047.csv,3.1496556e-06
12,tension_ALL_20200821093629042.csv,3.037251e-06
13,tension_ALL_20200821093630053.csv,3.0439794e-06
14,tension_ALL_20200821093631048.csv,3.1424211e-06
15,tension_ALL_20200821093632053.csv,3.1010703e-06
16,tension_ALL_20200821093633054.csv,3.1496409e-06
17,tension_ALL_20200821093634049.csv,3.1248438e-06
18,tension_ALL_20200821093635049.csv,3.1071627e-06
19,tension_ALL_20200821093636054.csv,2.9191497e-06
20,tension_ALL_20200821093637042.csv,3.1804479e-06
21,tension_ALL_20200821093638054.csv,3.1831047e-06
22,tension_ALL_20200821093639041.csv,2.9749842e-06
23,tension_ALL_20200821093640046.csv,3.1980318e-06
24,tension_ALL_20200821093641057.csv,3.0580914e-06
25,tension_ALL_20200821093642053.csv,3.1926435e-06
26,tension_ALL_20200821093643041.csv,3.1702119e-06
27,tension_ALL_20200821093644053.csv,2.9081883e-06
28,tension_ALL_20200821093645049.csv,3.152352e-06
29,tension_ALL_20200821093646044.csv,3.1930995e-06
30,tension_ALL_20200821093647043.csv,3.1206042e-06
31,tension_ALL_20200821093648052.csv,3.0809577e-06
32,tension_ALL_20200821093649053.csv,3.0426474e-06
33,tension_ALL_20200821093650045.csv,2.9837352e-06
34,tension_ALL_20200821093651052.csv,3.0873804e-06
35,tension_ALL_20200821093652046.csv,3.1161144e-06
36,tension_ALL_20200821093653041.csv,3.1308045e-06
37,tension_ALL_20200821093654041.csv,3.069861e-06
38,tension_ALL_20200821093655049.csv,3.0320469e-06
39,tension_ALL_20200821093656057.csv,3.1392903e-06
40,tension_ALL_20200821093657046.csv,3.1405281e-06
41,tension_ALL_20200821093658042.csv,2.9262885e-06
42,tension_ALL_20200821093659049.csv,3.2204145e-06
43,tension_ALL_20200821093700047.csv,3.105906e-06
44,tension_ALL_20200821093701055.csv,3.1808904e-06
45,tension_ALL_20200821093702055.csv,3.1418526e-06
46,tension_ALL_20200821093703046.csv,3.1054218e-06
47,tension_ALL_20200821093704047.csv,3.111354e-06
48,tension_ALL_20200821093705041.csv,3.1169187e-06
49,tension_ALL_20200821093706058.csv,3.0993564e-06
50,tension_ALL_20200821093707044.csv,3.0884145e-06
51,tension_ALL_20200821093708055.csv,2.9828028e-06
52,tension_ALL_20200821093709053.csv,3.1125909e-06
53,tension_ALL_20200821093710054.csv,3.0629241e-06
54,tension_ALL_20200821093711042.csv,3.0019218e-06
55,tension_ALL_20200821093712044.csv,2.9186703e-06
56,tension_ALL_20200821093713042.csv,3.0525813e-06
57,tension_ALL_20200821093714046.csv,3.0177834e-06
58,tension_ALL_20200821093715053.csv,3.06342e-06
59,tension_ALL_20200821093716051.csv,3.1179093e-06
60,tension_ALL_20200821093717052.csv,3.0501738e-06
61,tension_ALL_20200821093718054.csv,3.0600693e-06
62,tension_ALL_20200821093719041.csv,3.0591213e-06
63,tension_ALL_20200821093720053.csv,3.1575579e-06
64,tension_ALL_20200821093721054.csv,3.0725673e-06
65,tension_ALL_20200821093722043.csv,3.0994947e-06
66,tension_ALL_20200821093723053.csv,3.0630981e-06
67,tension_ALL_20200821093724054.csv,3.1876893e-06
68,tension_ALL_20200821093725041.csv,3.0384507e-06
69,tension_ALL_20200821093726056.csv,3.1285245e-06
70,tension_ALL_20200821093727055.csv,2.9957808e-06
71,tension_ALL_20200821093728043.csv,3.1012452e-06
72,tension_ALL_20200821093729043.csv,2.9087466e-06
73,tension_ALL_20200821093730053.csv,3.1431561e-06
74,tension_ALL_20200821093731042.csv,3.1501806e-06
75,tension_ALL_20200821093732052.csv,3.0315588e-06
76,tension_ALL_20200821093733043.csv,3.1173636e-06
77,tension_ALL_20200821093734044.csv,3.0251406e-06
78,tension_ALL_20200821093735042.csv,2.8980807e-06
79,tension_ALL_20200821093736051.csv,2.9984166e-06
80,tension_ALL_20200821093737042.csv,3.0050592e-06
81,tension_ALL_20200821093738053.csv,3.0931452e-06
82,tension_ALL_20200821093739053.csv,3.0138024e-06
83,tension_ALL_20200821093740046.csv,2.8362234e-06
84,tension_ALL_20200821093741046.csv,3.1451586e-06
85,tension_ALL_20200821093742041.csv,3.1478625e-06
86,tension_ALL_20200821093743042.csv,3.0397221e-06
87,tension_ALL_20200821093744046.csv,3.0654075e-06
88,tension_ALL_20200821093745054.csv,3.0421746e-06
89,tension_ALL_20200821093746056.csv,3.0036249e-06
90,tension_ALL_20200821093747055.csv,2.9926503e-06
91,tension_ALL_20200821093748053.csv,2.8741773e-06
92,tension_ALL_20200821093749045.csv,3.0315576e-06
93,tension_ALL_20200821093750042.csv,3.0293739e-06
94,tension_ALL_20200821093751043.csv,3.0920514e-06
95,tension_ALL_20200821093752049.csv,3.0213525e-06
