,Filename,Absolute_Injected_Charges
0,c_ALL_20210120121540243.csv,1.090324175e-05
1,c_ALL_20210120121608906.csv,1.0838138e-05
2,c_ALL_20210120121609692.csv,1.07956515e-05
3,c_ALL_20210120121610493.csv,1.08929485e-05
4,c_ALL_20210120121610891.csv,1.08220325e-05
5,c_ALL_20210120121611292.csv,1.09072035e-05
6,c_ALL_20210120121613292.csv,1.094040625e-05
7,c_ALL_20210120121614091.csv,1.08305305e-05
8,c_ALL_20210120121614500.csv,1.07381405e-05
9,c_ALL_20210120121614891.csv,1.0753888e-05
10,c_ALL_20210120121615292.csv,1.0934194e-05
11,c_ALL_20210120121615691.csv,1.08205365e-05
12,c_ALL_20210120121616094.csv,1.073827775e-05
13,c_ALL_20210120121617692.csv,1.105560925e-05
14,c_ALL_20210120121619292.csv,1.083771775e-05
15,c_ALL_20210120121619691.csv,1.071232175e-05
16,c_ALL_20210120121620092.csv,1.08082875e-05
17,c_ALL_20210120121620891.csv,1.0747645e-05
18,c_ALL_20210120121621291.csv,1.0842544e-05
19,c_ALL_20210120121621692.csv,1.07743705e-05
20,c_ALL_20210120121623292.csv,1.08994855e-05
21,c_ALL_20210120121625692.csv,1.0740939e-05
22,c_ALL_20210120121627691.csv,1.092185675e-05
23,c_ALL_20210120121628892.csv,1.072292e-05
24,c_ALL_20210120121629292.csv,1.072093625e-05
25,c_ALL_20210120121632491.csv,1.0679855e-05
26,c_ALL_20210120121632892.csv,1.063218175e-05
27,c_ALL_20210120121637291.csv,1.038519925e-05
28,c_ALL_20210120121638092.csv,1.019004725e-05
29,c_ALL_20210120121638891.csv,1.072407075e-05
30,c_ALL_20210120121639292.csv,1.072546325e-05
31,c_ALL_20210120121640092.csv,1.092899675e-05
32,c_ALL_20210120121640892.csv,1.095670925e-05
33,c_ALL_20210120121641692.csv,1.0437555e-05
34,c_ALL_20210120121643691.csv,1.045236725e-05
35,c_ALL_20210120121646503.csv,1.040252575e-05
36,c_ALL_20210120121647704.csv,1.079612425e-05
37,c_ALL_20210120121648098.csv,1.089608875e-05
38,c_ALL_20210120121648893.csv,1.044048625e-05
39,c_ALL_20210120121649291.csv,1.04292455e-05
40,c_ALL_20210120121650092.csv,1.0199164e-05
41,c_ALL_20210120121650492.csv,1.0183558e-05
42,c_ALL_20210120121650893.csv,1.0345096e-05
43,c_ALL_20210120121652092.csv,1.03343945e-05
44,c_ALL_20210120121653291.csv,1.034823425e-05
45,c_ALL_20210120121653692.csv,1.044412425e-05
46,c_ALL_20210120121654492.csv,1.072127925e-05
47,c_ALL_20210120121654892.csv,1.0764033e-05
48,c_ALL_20210120121655291.csv,1.038461425e-05
49,c_ALL_20210120121700095.csv,1.010471e-05
50,c_ALL_20210120121701292.csv,1.02875635e-05
51,c_ALL_20210120121702492.csv,1.03748755e-05
52,c_ALL_20210120121703293.csv,1.017086075e-05
53,c_ALL_20210120121703692.csv,1.026984575e-05
54,c_ALL_20210120121704091.csv,1.033728375e-05
55,c_ALL_20210120121705292.csv,1.0409257e-05
56,c_ALL_20210120121705699.csv,1.0119475e-05
57,c_ALL_20210120121707292.csv,1.041986325e-05
58,c_ALL_20210120121708491.csv,1.084853175e-05
59,c_ALL_20210120121709292.csv,1.032588275e-05
60,c_ALL_20210120121709692.csv,1.070603325e-05
61,c_ALL_20210120121710092.csv,1.008864975e-05
62,c_ALL_20210120121711692.csv,1.0080784e-05
63,c_ALL_20210120121712505.csv,1.032659825e-05
64,c_ALL_20210120121713295.csv,1.0399468e-05
65,c_ALL_20210120121713698.csv,1.03667295e-05
66,c_ALL_20210120121714493.csv,1.019893425e-05
67,c_ALL_20210120121715691.csv,1.02400175e-05
68,c_ALL_20210120121716098.csv,1.0174869e-05
69,c_ALL_20210120121716492.csv,1.016399625e-05
70,c_ALL_20210120121716895.csv,1.007301175e-05
71,c_ALL_20210120121718496.csv,1.013246375e-05
72,c_ALL_20210120121719292.csv,1.004582875e-05
73,c_ALL_20210120121720893.csv,1.026945675e-05
74,c_ALL_20210120121721291.csv,1.014787425e-05
75,c_ALL_20210120121723702.csv,1.029642075e-05
76,c_ALL_20210120121724491.csv,1.005616525e-05
77,c_ALL_20210120121724892.csv,1.014828175e-05
78,c_ALL_20210120121725692.csv,1.0134913e-05
79,c_ALL_20210120121726091.csv,1.03816855e-05
80,c_ALL_20210120121727297.csv,1.039388925e-05
81,c_ALL_20210120121727692.csv,1.026297425e-05
82,c_ALL_20210120121728092.csv,1.038983875e-05
83,c_ALL_20210120121728492.csv,1.010511425e-05
84,c_ALL_20210120121728892.csv,1.068039075e-05
85,c_ALL_20210120121730094.csv,1.00009995e-05
86,c_ALL_20210120121730493.csv,1.031674375e-05
87,c_ALL_20210120121731292.csv,1.01147405e-05
88,c_ALL_20210120121731692.csv,1.008260975e-05
89,c_ALL_20210120121732499.csv,1.0036657e-05
90,c_ALL_20210120121732892.csv,1.044014675e-05
91,c_ALL_20210120121733297.csv,1.0245578e-05
92,c_ALL_20210120121734492.csv,1.034469925e-05
93,c_ALL_20210120121734892.csv,1.0206807e-05
94,c_ALL_20210120121735292.csv,1.012754575e-05
95,c_ALL_20210120121735692.csv,1.038354825e-05
96,c_ALL_20210120121736493.csv,1.024297875e-05
97,c_ALL_20210120121736899.csv,1.03070465e-05
98,c_ALL_20210120121737292.csv,1.07797615e-05
99,c_ALL_20210120121737692.csv,1.02057515e-05
100,c_ALL_20210120121738891.csv,1.00767835e-05
101,c_ALL_20210120121740494.csv,1.030398875e-05
102,c_ALL_20210120121740897.csv,1.0202839e-05
103,c_ALL_20210120121741298.csv,1.014214075e-05
104,c_ALL_20210120121742897.csv,1.013078775e-05
105,c_ALL_20210120121744499.csv,1.016382125e-05
106,c_ALL_20210120121744893.csv,1.0362697e-05
107,c_ALL_20210120121745292.csv,1.00533595e-05
108,c_ALL_20210120121746892.csv,1.013906775e-05
109,c_ALL_20210120121747692.csv,1.006975375e-05
110,c_ALL_20210120121748094.csv,9.4508625e-06
111,c_ALL_20210120121748504.csv,1.025700825e-05
112,c_ALL_20210120121749692.csv,1.00483585e-05
113,c_ALL_20210120121750104.csv,9.73735875e-06
114,c_ALL_20210120121750898.csv,1.0112431e-05
115,c_ALL_20210120121751304.csv,1.005924175e-05
116,c_ALL_20210120121752092.csv,1.01165505e-05
117,c_ALL_20210120121752892.csv,1.03876865e-05
118,c_ALL_20210120121754092.csv,1.024713375e-05
119,c_ALL_20210120121756500.csv,1.03096465e-05
120,c_ALL_20210120121756892.csv,1.0344279e-05
121,c_ALL_20210120121757295.csv,1.036682925e-05
122,c_ALL_20210120121758092.csv,1.006478375e-05
123,c_ALL_20210120121758493.csv,1.012128325e-05
124,c_ALL_20210120121758892.csv,1.000742675e-05
125,c_ALL_20210120121759292.csv,1.02148175e-05
126,c_ALL_20210120121800492.csv,1.00641645e-05
127,c_ALL_20210120121800892.csv,1.032156775e-05
128,c_ALL_20210120121801292.csv,1.03037165e-05
129,c_ALL_20210120121801692.csv,1.03987665e-05
130,c_ALL_20210120121802498.csv,1.019315e-05
131,c_ALL_20210120121802893.csv,1.0423104e-05
132,c_ALL_20210120121804503.csv,1.01378835e-05
133,c_ALL_20210120121806504.csv,1.041822025e-05
134,c_ALL_20210120121807297.csv,1.005161275e-05
135,c_ALL_20210120121808092.csv,1.00977075e-05
136,c_ALL_20210120121809698.csv,1.021800925e-05
137,c_ALL_20210120121810092.csv,9.5961535e-06
138,c_ALL_20210120121810500.csv,1.01288315e-05
139,c_ALL_20210120121810892.csv,1.00946365e-05
140,c_ALL_20210120121811296.csv,9.754763e-06
141,c_ALL_20210120121811692.csv,1.027368575e-05
142,c_ALL_20210120121812492.csv,1.0198496e-05
143,c_ALL_20210120121812892.csv,1.00337025e-05
144,c_ALL_20210120121814896.csv,1.01612075e-05
145,c_ALL_20210120121816092.csv,1.021792425e-05
146,c_ALL_20210120121816904.csv,1.01743215e-05
147,c_ALL_20210120121817296.csv,1.007201725e-05
148,c_ALL_20210120121817692.csv,1.018911325e-05
