,Filename,Injected_Charges
0,c_ALL_20210120111026267.csv,1.07347385e-05
1,c_ALL_20210120111026627.csv,1.045136775e-05
2,c_ALL_20210120111027045.csv,1.092962325e-05
3,c_ALL_20210120111059106.csv,1.07379925e-05
4,c_ALL_20210120111059508.csv,1.031634e-05
5,c_ALL_20210120111059897.csv,1.099340675e-05
6,c_ALL_20210120111100303.csv,1.048491525e-05
7,c_ALL_20210120111100699.csv,1.0736025e-05
8,c_ALL_20210120111101105.csv,9.8868165e-06
9,c_ALL_20210120111101510.csv,1.0829877e-05
10,c_ALL_20210120111101903.csv,1.0703409e-05
11,c_ALL_20210120111102307.csv,1.0328387e-05
12,c_ALL_20210120111102695.csv,1.0322383e-05
13,c_ALL_20210120111103110.csv,1.00572675e-05
14,c_ALL_20210120111103495.csv,1.005954675e-05
15,c_ALL_20210120111103895.csv,1.089529825e-05
16,c_ALL_20210120111104296.csv,1.00677335e-05
17,c_ALL_20210120111104695.csv,1.072039725e-05
18,c_ALL_20210120111105096.csv,9.94649725e-06
19,c_ALL_20210120111105495.csv,1.05324445e-05
20,c_ALL_20210120111105898.csv,1.0361802e-05
21,c_ALL_20210120111106299.csv,1.0466299e-05
22,c_ALL_20210120111106702.csv,1.07745605e-05
23,c_ALL_20210120111107095.csv,1.0601875e-05
24,c_ALL_20210120111107509.csv,1.06358205e-05
25,c_ALL_20210120111107904.csv,1.0468449e-05
26,c_ALL_20210120111108302.csv,1.052579175e-05
27,c_ALL_20210120111108695.csv,1.0587375e-05
28,c_ALL_20210120111109095.csv,1.022944475e-05
29,c_ALL_20210120111109497.csv,1.0722301e-05
30,c_ALL_20210120111109896.csv,1.076659125e-05
31,c_ALL_20210120111110295.csv,1.0207775e-05
32,c_ALL_20210120111110698.csv,1.054239325e-05
33,c_ALL_20210120111111099.csv,1.060948925e-05
34,c_ALL_20210120111111495.csv,1.00297905e-05
35,c_ALL_20210120111111906.csv,1.077626175e-05
36,c_ALL_20210120111112308.csv,1.02821135e-05
37,c_ALL_20210120111112707.csv,1.047575375e-05
38,c_ALL_20210120111113096.csv,1.081159375e-05
39,c_ALL_20210120111113496.csv,1.016615675e-05
40,c_ALL_20210120111113896.csv,1.033573525e-05
41,c_ALL_20210120111114295.csv,1.05722625e-05
42,c_ALL_20210120111114709.csv,1.06149375e-05
43,c_ALL_20210120111115099.csv,9.73194925e-06
44,c_ALL_20210120111115496.csv,1.018047675e-05
45,c_ALL_20210120111115895.csv,1.04984855e-05
46,c_ALL_20210120111116300.csv,1.0606398e-05
47,c_ALL_20210120111116695.csv,1.033607175e-05
48,c_ALL_20210120111117101.csv,1.0297468e-05
