,Filename,ReInjected_Charges
0,tension_ALL_20200703152649961.csv,-4.43886e-07
1,tension_ALL_20200703152650943.csv,-4.32025e-07
2,tension_ALL_20200703152651943.csv,-2.95831e-07
3,tension_ALL_20200703152652944.csv,-2.91712e-07
4,tension_ALL_20200703152653944.csv,-3.878575e-07
5,tension_ALL_20200703152654935.csv,-2.78481e-07
6,tension_ALL_20200703152655932.csv,-3.651155e-07
7,tension_ALL_20200703152656930.csv,-2.988615e-07
8,tension_ALL_20200703152657932.csv,-4.254775e-07
9,tension_ALL_20200703152658935.csv,-3.792555e-07
10,tension_ALL_20200703152659936.csv,-3.39e-07
11,tension_ALL_20200703152700942.csv,-4.09792e-07
12,tension_ALL_20200703152701943.csv,-3.05092e-07
13,tension_ALL_20200703152702943.csv,-3.5707e-07
14,tension_ALL_20200703152703935.csv,-3.96915e-07
15,tension_ALL_20200703152704943.csv,-4.25024e-07
16,tension_ALL_20200703152705946.csv,-3.8216e-07
17,tension_ALL_20200703152706931.csv,-4.168505e-07
18,tension_ALL_20200703152707931.csv,-2.77018e-07
19,tension_ALL_20200703152708931.csv,-3.30829e-07
20,tension_ALL_20200703152709930.csv,-4.25064e-07
21,tension_ALL_20200703152710931.csv,-2.63714e-07
22,tension_ALL_20200703152711939.csv,-4.00646e-07
23,tension_ALL_20200703152712941.csv,-4.276e-07
24,tension_ALL_20200703152713937.csv,-3.03966e-07
25,tension_ALL_20200703152714931.csv,-3.61565e-07
26,tension_ALL_20200703152715945.csv,-3.156095e-07
27,tension_ALL_20200703152716931.csv,-3.7504e-07
28,tension_ALL_20200703152717931.csv,-3.56327e-07
29,tension_ALL_20200703152718931.csv,-3.16129e-07
30,tension_ALL_20200703152719931.csv,-3.096215e-07
31,tension_ALL_20200703152720944.csv,-3.24658e-07
32,tension_ALL_20200703152721941.csv,-3.83213e-07
33,tension_ALL_20200703152722930.csv,-2.74635e-07
34,tension_ALL_20200703152723943.csv,-3.16401e-07
35,tension_ALL_20200703152724930.csv,-3.567885e-07
36,tension_ALL_20200703152725930.csv,-3.10981e-07
37,tension_ALL_20200703152726931.csv,-3.51631e-07
38,tension_ALL_20200703152727943.csv,-3.85513e-07
39,tension_ALL_20200703152728931.csv,-2.515315e-07
40,tension_ALL_20200703152729931.csv,-3.58145e-07
41,tension_ALL_20200703152730931.csv,-3.63246e-07
42,tension_ALL_20200703152731930.csv,-4.18139e-07
43,tension_ALL_20200703152732942.csv,-3.39188e-07
44,tension_ALL_20200703152733944.csv,-4.20671e-07
45,tension_ALL_20200703152734936.csv,-2.55425e-07
46,tension_ALL_20200703152735930.csv,-3.08906e-07
47,tension_ALL_20200703152736943.csv,-3.16968e-07
48,tension_ALL_20200703152737935.csv,-2.950965e-07
49,tension_ALL_20200703152738940.csv,-3.62136e-07
