,Plateau
0,2.9567999999999996e-07
1,4.1215999999999995e-07
2,2.8032e-07
3,2.6112e-07
4,4.0127999999999995e-07
5,2.8287999999999995e-07
6,3.9360000000000003e-07
7,3.2224e-07
8,4.8832e-07
9,4.0192e-07
10,3.8527999999999997e-07
11,4.1184e-07
12,4.6656e-07
13,4.1056e-07
14,3.1424e-07
15,3.3344e-07
16,3.9648e-07
17,4.0959999999999996e-07
18,2.96e-07
19,4.944e-07
20,3.4272e-07
21,3.7728e-07
22,3.5584e-07
23,5.552e-07
24,3.0048e-07
25,4.48e-07
26,3.1744e-07
27,
28,5.9424e-07
29,5.097599999999999e-07
30,3.4335999999999997e-07
31,3.4591999999999996e-07
32,4.0672e-07
33,3.3695999999999997e-07
34,2.6655999999999997e-07
35,6.332799999999999e-07
36,6.1216e-07
37,4.1375999999999997e-07
38,4.56e-07
39,3.9904000000000006e-07
40,3.0912e-07
41,5.0496e-07
42,3.4816e-07
43,4.4031999999999996e-07
44,3.7248e-07
45,2.9568e-07
46,3.4976e-07
47,3.2128e-07
48,3.9104e-07
49,3.0656e-07
50,4.4832000000000003e-07
51,3.1904e-07
52,4.3296e-07
53,5.7696e-07
54,4.6784e-07
55,4.6304000000000005e-07
56,5.3728e-07
57,3.5840000000000003e-07
58,3.1488e-07
59,3.0752e-07
60,4.2816000000000004e-07
61,7.967999999999999e-07
62,3.4559999999999997e-07
63,2.7168e-07
64,3.0336e-07
65,4.3488000000000004e-07
66,3.8335999999999996e-07
67,6.1152e-07
68,1.00224e-06
69,
70,3.3216000000000003e-07
71,5.7472e-07
72,8.4416e-07
73,3.9680000000000006e-07
74,3.4591999999999996e-07
75,4.3712e-07
76,3.7984000000000004e-07
77,2.6464e-07
78,3.9839999999999997e-07
79,7.5264e-07
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,1.9711999999999998e-07
101,1.9232000000000002e-07
102,1.9872000000000002e-07
103,1.9552e-07
104,1.9328000000000002e-07
105,1.9648000000000002e-07
106,1.968e-07
107,1.952e-07
108,1.9744e-07
109,1.9296e-07
110,1.9616e-07
111,1.9968e-07
112,1.9968e-07
113,1.9584e-07
114,1.9712e-07
115,1.9904000000000001e-07
116,1.9808e-07
117,1.9904e-07
118,1.9808e-07
119,1.9776e-07
120,2.048e-07
121,2.0031999999999998e-07
122,1.984e-07
123,2.0000000000000002e-07
124,1.9968e-07
125,1.968e-07
126,2.0192e-07
127,1.9968e-07
128,2.0255999999999998e-07
129,2.0096e-07
130,2.0064e-07
131,2.0255999999999998e-07
132,2.0384e-07
133,1.9744e-07
134,2.0288000000000003e-07
135,2.048e-07
136,2.0256e-07
137,2.0192e-07
138,2.0511999999999997e-07
139,2.0352e-07
140,2.0192e-07
141,2.0096e-07
142,2.0672000000000001e-07
143,2.0192e-07
144,2.0032e-07
145,2.0064e-07
146,1.952e-07
147,2.0288e-07
148,1.9808e-07
149,2.0320000000000002e-07
150,1.9776e-07
151,2.0384e-07
152,2e-07
153,2.0224e-07
154,2.0320000000000002e-07
155,1.9968e-07
156,2.0896e-07
157,2.0832e-07
158,2.0896e-07
159,2.0736e-07
160,2.1088e-07
161,2.0224e-07
162,2.0704e-07
163,2.0192e-07
164,2.08e-07
165,2.0576e-07
166,2.0832000000000003e-07
167,2.0896e-07
168,2.1088000000000002e-07
169,2.0864e-07
170,2.0992e-07
171,2.096e-07
172,2.0864e-07
173,2.0895999999999999e-07
174,2.1184e-07
175,2.1280000000000003e-07
176,2.0864e-07
177,2.1247999999999998e-07
178,2.0479999999999998e-07
179,2.0448e-07
180,2.0895999999999999e-07
181,2.0960000000000002e-07
182,2.0895999999999999e-07
183,2.1119999999999999e-07
184,2.0416e-07
185,2.1248e-07
186,2.0863999999999997e-07
187,2.0544e-07
188,2.0960000000000002e-07
189,2.1248e-07
190,2.1184e-07
191,2.1216e-07
192,2.1248e-07
193,2.0959999999999997e-07
194,2.0991999999999996e-07
195,2.0640000000000002e-07
196,2.0608e-07
197,2.0608e-07
198,2.0928e-07
199,2.1312e-07
200,2.16e-07
201,2.0512e-07
202,2.0896e-07
203,2.1216e-07
204,2.1024e-07
205,2.0448e-07
206,2.0928e-07
207,2.1312e-07
208,2.1408000000000002e-07
209,2.128e-07
210,2.0928000000000003e-07
211,2.0799999999999998e-07
212,2.1408e-07
213,2.048e-07
214,2.1664e-07
215,2.1088e-07
216,2.0735999999999997e-07
217,2.1024e-07
218,2.096e-07
219,2.1247999999999998e-07
220,2.1183999999999997e-07
221,2.1472e-07
222,2.112e-07
223,2.0928e-07
224,2.0768e-07
225,2.128e-07
226,2.0672e-07
227,2.1471999999999998e-07
228,2.1024e-07
229,2.1791999999999998e-07
230,2.0960000000000002e-07
231,2.1024e-07
232,2.1023999999999998e-07
233,2.0928e-07
234,2.0992e-07
235,2.112e-07
236,2.0960000000000002e-07
237,2.144e-07
238,2.1952e-07
239,2.1920000000000003e-07
240,2.1728e-07
241,2.0704e-07
242,2.1472e-07
243,2.1696e-07
244,2.1152000000000003e-07
245,2.1408000000000002e-07
246,2.1952e-07
247,2.16e-07
248,2.2688e-07
249,2.1119999999999999e-07
250,2.1855999999999997e-07
251,2.2015999999999998e-07
252,2.2047999999999997e-07
253,2.1952000000000002e-07
254,2.2144e-07
255,2.24e-07
256,2.1919999999999998e-07
257,2.2111999999999998e-07
258,2.1056e-07
259,2.2496000000000002e-07
260,2.1855999999999997e-07
261,2.1376e-07
262,2.1631999999999997e-07
263,2.1376e-07
264,2.1952e-07
265,2.1631999999999997e-07
266,2.2335999999999998e-07
267,2.2336e-07
268,2.2528000000000002e-07
269,2.1632000000000002e-07
270,2.2176e-07
