,Plateau
271,2.1216e-07
272,2.1824e-07
273,2.2624000000000002e-07
274,2.112e-07
275,2.1471999999999998e-07
276,2.2304000000000002e-07
277,2.2432e-07
278,2.1952e-07
279,2.2528000000000002e-07
280,2.2432e-07
281,2.3104000000000004e-07
282,2.2688000000000003e-07
283,2.2144000000000003e-07
284,2.1791999999999998e-07
285,2.2111999999999998e-07
286,2.2368000000000003e-07
287,2.2464e-07
288,2.1887999999999999e-07
289,2.208e-07
290,2.1791999999999998e-07
291,2.1920000000000003e-07
292,2.0608000000000003e-07
293,2.1888e-07
294,2.1791999999999998e-07
295,2.1887999999999999e-07
296,2.192e-07
297,2.1888e-07
298,2.1856e-07
299,2.1472e-07
300,2.2592e-07
301,2.2464e-07
302,2.2496e-07
303,2.2976e-07
304,2.3392000000000002e-07
305,2.3808e-07
306,2.2048e-07
307,2.1855999999999997e-07
308,2.2783999999999998e-07
309,2.288e-07
310,2.2336e-07
311,2.2624e-07
312,2.3296e-07
313,2.1343999999999998e-07
314,2.1855999999999997e-07
315,2.2688e-07
316,2.2368000000000003e-07
317,2.1888e-07
318,2.2592e-07
319,2.3551999999999998e-07
320,2.3103999999999998e-07
321,2.2368e-07
322,2.4031999999999997e-07
323,2.32e-07
324,2.2912e-07
325,2.288e-07
326,2.24e-07
327,2.2783999999999998e-07
328,2.1663999999999999e-07
329,2.4063999999999996e-07
330,2.3136000000000003e-07
331,2.2368e-07
332,2.2559999999999998e-07
333,2.2208e-07
334,2.2592000000000003e-07
335,2.3679999999999998e-07
336,2.2048e-07
337,2.2368e-07
338,2.24e-07
339,2.2720000000000002e-07
340,2.1823999999999997e-07
341,2.2879999999999998e-07
342,2.1600000000000003e-07
343,2.2912000000000003e-07
344,2.416e-07
345,2.2368e-07
346,2.3199999999999999e-07
347,2.3264e-07
348,2.464e-07
349,2.3231999999999998e-07
350,2.2432e-07
351,2.2944000000000002e-07
352,2.1376000000000003e-07
353,2.2943999999999997e-07
354,2.2208000000000001e-07
355,2.3104e-07
356,2.2496e-07
357,2.3328e-07
358,2.208e-07
359,2.3199999999999999e-07
360,2.3904e-07
361,2.3168000000000002e-07
362,2.3936e-07
363,2.3072000000000002e-07
364,2.3296e-07
365,2.5248e-07
366,2.4352e-07
367,2.3904e-07
368,2.4479999999999997e-07
369,2.2431999999999999e-07
370,2.3423999999999999e-07
371,2.2624000000000002e-07
372,2.4544e-07
373,2.3199999999999999e-07
374,2.1632e-07
375,2.3392e-07
376,2.3103999999999998e-07
377,2.3968000000000004e-07
378,2.4224000000000003e-07
379,2.3712e-07
380,2.2688000000000003e-07
381,2.3775999999999998e-07
382,2.3968e-07
383,2.2943999999999997e-07
384,2.4031999999999997e-07
385,2.2592e-07
386,2.3199999999999999e-07
387,2.3008e-07
388,2.5536e-07
389,2.3552e-07
390,2.4063999999999996e-07
391,2.3808000000000002e-07
392,2.3231999999999998e-07
393,2.3584000000000003e-07
394,2.3008e-07
395,2.2784e-07
396,2.4576e-07
397,2.4576e-07
398,2.3455999999999998e-07
399,2.3359999999999997e-07
400,2.3616000000000002e-07
401,2.3936e-07
402,2.3839999999999996e-07
403,2.5504e-07
404,2.2688e-07
405,2.3104e-07
406,2.3264e-07
407,2.3776e-07
408,2.3360000000000003e-07
409,2.304e-07
410,2.4511999999999996e-07
411,2.3488e-07
412,2.4768e-07
413,2.3968000000000004e-07
414,2.4479999999999997e-07
415,2.464e-07
416,2.3072e-07
417,2.1888e-07
418,2.3392000000000002e-07
419,2.6112e-07
420,2.5664e-07
421,2.7232e-07
422,2.3104e-07
423,2.448e-07
424,2.5088e-07
425,2.3103999999999998e-07
426,2.6463999999999997e-07
427,2.4640000000000004e-07
428,2.2943999999999997e-07
429,2.4704e-07
430,2.4767999999999995e-07
431,2.3904e-07
432,2.2783999999999998e-07
433,2.416e-07
434,2.2079999999999997e-07
435,2.3904e-07
436,2.5312e-07
437,2.1568e-07
438,2.3391999999999997e-07
439,2.4832e-07
440,2.4864e-07
441,2.3423999999999999e-07
442,2.3423999999999999e-07
443,2.5888e-07
444,2.3007999999999998e-07
445,2.4767999999999995e-07
446,2.4448000000000003e-07
447,2.7168e-07
448,2.4095999999999996e-07
449,2.4384e-07
450,2.5792e-07
451,2.48e-07
452,2.5888e-07
453,2.4095999999999996e-07
454,2.496e-07
455,2.4128e-07
456,2.224e-07
457,2.2368e-07
458,2.4031999999999997e-07
459,2.3968000000000004e-07
460,2.3456e-07
461,2.3648e-07
462,2.592e-07
463,2.4992e-07
464,2.4192e-07
465,2.3871999999999996e-07
466,2.5664e-07
467,2.4032e-07
468,2.4192000000000004e-07
469,2.5823999999999996e-07
470,2.2976000000000001e-07
471,2.6239999999999997e-07
472,2.4128e-07
473,2.3424e-07
474,2.8096e-07
475,2.608e-07
476,2.6272e-07
477,2.3264e-07
478,2.4095999999999996e-07
479,2.4192e-07
480,2.5056e-07
481,2.7936e-07
482,2.512e-07
483,2.3359999999999997e-07
484,2.5312000000000003e-07
485,2.4927999999999997e-07
486,2.4256e-07
487,2.6943999999999996e-07
488,2.4224000000000003e-07
489,2.6752e-07
490,2.6528e-07
491,2.4416e-07
492,2.4544e-07
493,2.6976e-07
494,2.3392000000000002e-07
495,2.4864e-07
496,2.3423999999999999e-07
497,2.5536000000000003e-07
498,2.5344e-07
499,2.5408e-07
500,2.7296000000000003e-07
501,2.3456e-07
502,2.6624000000000003e-07
503,2.5312e-07
504,2.512e-07
505,2.4448000000000003e-07
506,2.4031999999999997e-07
507,2.5344e-07
508,2.3648e-07
509,2.6208e-07
510,2.4319999999999995e-07
511,2.4224000000000003e-07
512,2.6464e-07
513,2.656e-07
514,2.5088e-07
515,2.4352e-07
516,2.3904e-07
517,2.6496e-07
518,2.6112e-07
519,2.5504e-07
520,2.448e-07
521,2.4288e-07
522,2.6016e-07
523,2.5088e-07
524,2.5568e-07
525,2.5184e-07
526,2.0928e-07
527,2.3936e-07
528,2.816e-07
529,2.7328e-07
530,2.368e-07
531,2.4864e-07
532,2.4864e-07
533,2.5536e-07
534,2.5248e-07
535,2.8191999999999997e-07
536,2.4e-07
537,2.5375999999999996e-07
538,2.3584e-07
539,2.56e-07
540,2.8063999999999995e-07
541,2.7232e-07
542,2.336e-07
543,2.4544e-07
544,2.6752e-07
545,2.896e-07
546,2.5984000000000003e-07
547,2.4128e-07
548,2.7872e-07
549,2.4767999999999995e-07
550,2.6752e-07
551,2.6592e-07
552,2.5728e-07
553,2.592e-07
554,2.8768e-07
555,2.8928e-07
556,2.6432e-07
557,2.7296000000000003e-07
558,2.4416e-07
559,2.6239999999999997e-07
560,2.6304e-07
561,2.1856e-07
562,2.6496e-07
563,2.2655999999999999e-07
564,2.4448000000000003e-07
565,2.4832e-07
566,2.4896e-07
567,2.6752e-07
568,2.832e-07
569,2.6272e-07
570,2.6943999999999996e-07
571,2.5088000000000003e-07
572,2.7680000000000004e-07
573,2.8128000000000004e-07
574,2.656e-07
575,2.5472e-07
576,2.6719999999999996e-07
577,3.0175999999999997e-07
578,2.4704e-07
579,2.5024e-07
580,2.9312e-07
581,2.7424e-07
582,2.6879999999999997e-07
583,2.6879999999999997e-07
584,2.6784e-07
585,2.9088e-07
586,2.1600000000000003e-07
587,2.9504e-07
588,2.5632e-07
589,2.6016e-07
590,2.656e-07
591,2.6976e-07
592,2.4064e-07
593,2.7616e-07
594,2.8992e-07
595,2.5824e-07
596,2.5792e-07
597,2.6112e-07
598,2.9696000000000003e-07
599,2.6976e-07
600,2.56e-07
601,2.7968000000000003e-07
602,2.6976e-07
603,2.5536e-07
604,2.4319999999999995e-07
605,2.3615999999999997e-07
606,2.5888e-07
607,2.4095999999999996e-07
608,2.7328e-07
609,2.3360000000000003e-07
610,2.6176000000000004e-07
611,2.6271999999999996e-07
612,2.6848e-07
613,2.512e-07
614,2.3456e-07
615,2.6624e-07
616,2.64e-07
617,2.7744e-07
618,2.672e-07
619,2.3392000000000002e-07
620,2.7872e-07
621,2.8576000000000004e-07
622,2.4e-07
623,2.6464e-07
624,2.9056e-07
625,2.6304e-07
626,2.7103999999999997e-07
627,2.7391999999999995e-07
628,2.4512e-07
629,2.6304e-07
630,2.4927999999999997e-07
631,2.7680000000000004e-07
632,2.5504e-07
633,2.6592e-07
634,2.6368e-07
635,2.6912e-07
636,3.3856e-07
637,2.64e-07
638,3.2767999999999993e-07
639,2.656e-07
640,2.4832e-07
641,2.48e-07
642,2.4927999999999997e-07
643,2.336e-07
644,2.5599999999999996e-07
645,2.9344e-07
646,2.5472e-07
647,2.8064e-07
648,3.0496e-07
649,2.7392e-07
650,2.8096e-07
651,2.9119999999999996e-07
652,2.7776e-07
653,2.4736e-07
654,2.4544e-07
655,2.6848e-07
656,2.464e-07
657,2.7712000000000004e-07
658,3.0848e-07
659,2.8671999999999996e-07
660,2.6496e-07
661,2.9056e-07
662,2.7648e-07
663,2.5024e-07
664,2.736e-07
665,3.2032e-07
666,2.5216000000000006e-07
667,2.8256e-07
668,2.7040000000000004e-07
669,2.6112e-07
670,2.8288000000000006e-07
671,2.4543999999999995e-07
672,2.6144e-07
673,3.2032e-07
674,2.4768e-07
675,2.992e-07
676,2.8223999999999997e-07
677,2.5280000000000004e-07
678,2.8191999999999997e-07
679,2.5567999999999997e-07
680,2.6655999999999997e-07
681,2.7103999999999997e-07
682,2.72e-07
683,2.8192e-07
684,2.3327999999999998e-07
685,2.6144e-07
686,2.736e-07
687,2.3904e-07
688,2.8928e-07
689,2.7583999999999996e-07
690,2.6016e-07
691,2.624e-07
692,2.6304e-07
693,3.3056e-07
694,2.4096e-07
695,3.1456e-07
696,2.5472e-07
697,2.3520000000000004e-07
698,2.8288e-07
699,2.9088e-07
700,2.4768e-07
701,2.512e-07
702,2.4608e-07
703,3.0399999999999997e-07
704,3.2096e-07
705,2.864e-07
706,2.6784e-07
707,2.5344e-07
708,2.6592e-07
709,2.5312e-07
710,2.8064e-07
711,3.1328e-07
712,2.6176000000000004e-07
713,2.6624000000000003e-07
714,2.7776e-07
715,2.9088e-07
716,2.3648e-07
717,2.8128e-07
718,2.5728e-07
719,2.7456e-07
720,2.928e-07
721,2.9536e-07
722,2.9856e-07
723,3.008e-07
724,2.688e-07
725,2.88e-07
726,3.0528e-07
727,2.9216e-07
728,3.12e-07
729,2.7488e-07
730,2.7296000000000003e-07
731,2.72e-07
732,2.6271999999999996e-07
733,2.944e-07
734,2.3456000000000003e-07
735,2.6656e-07
736,2.5567999999999997e-07
737,3.1008e-07
738,2.5856e-07
739,2.9504e-07
740,2.7551999999999997e-07
741,2.6272e-07
742,2.6655999999999997e-07
743,2.9152e-07
744,2.5536000000000003e-07
745,2.6464e-07
746,3.1040000000000003e-07
747,3.2192e-07
748,3.6384e-07
749,2.6368e-07
750,2.8064e-07
751,2.96e-07
752,2.9312e-07
753,3.1008000000000003e-07
754,2.8352000000000004e-07
755,2.7168e-07
756,3.5487999999999996e-07
757,3.2e-07
758,2.7520000000000003e-07
759,2.784e-07
760,2.5504e-07
761,2.6655999999999997e-07
762,3.136e-07
763,3.3984e-07
764,2.7775999999999997e-07
765,2.5824e-07
766,2.5376e-07
767,3.3440000000000003e-07
768,2.9824e-07
769,2.9536e-07
770,3.2415999999999996e-07
771,2.704e-07
772,2.7744000000000003e-07
773,2.8671999999999996e-07
774,2.6144e-07
775,2.5984e-07
776,2.5599999999999996e-07
777,2.7264e-07
778,3.2192e-07
779,2.7712e-07
780,2.6752e-07
781,2.7008e-07
782,3.3664e-07
783,2.6336e-07
784,2.8992e-07
785,2.6784e-07
786,2.8928e-07
787,2.736e-07
788,2.7008e-07
789,2.8832000000000003e-07
790,2.5472e-07
791,3.056e-07
792,3.3919999999999997e-07
793,3.6991999999999997e-07
794,2.768e-07
795,2.8160000000000003e-07
796,2.48e-07
797,2.4992000000000006e-07
798,2.7456000000000004e-07
799,3.328e-07
800,3.2224e-07
801,2.5280000000000004e-07
802,2.496e-07
803,2.7008e-07
804,3.088e-07
805,3.5456e-07
806,2.768e-07
807,2.6752e-07
808,2.768e-07
809,3.1519999999999996e-07
810,3.0048e-07
811,2.7103999999999997e-07
812,2.6592e-07
813,3.5904e-07
814,2.6047999999999996e-07
815,2.8576000000000004e-07
816,2.608e-07
817,3.616e-07
818,2.5504e-07
819,2.8800000000000004e-07
820,2.5056e-07
821,2.8256e-07
822,2.5472e-07
823,3.0112e-07
824,2.8192e-07
825,2.6016e-07
826,3.2128000000000003e-07
827,2.8256e-07
828,4.0127999999999995e-07
829,3.4752e-07
830,3.3759999999999995e-07
831,2.7328e-07
832,3.3888000000000003e-07
833,2.8576000000000004e-07
834,3.1456e-07
835,2.4319999999999995e-07
836,2.8895999999999996e-07
837,3.0432e-07
838,3.1263999999999997e-07
839,2.8928e-07
840,3.2e-07
841,3.2928000000000005e-07
842,3.184e-07
843,2.9791999999999996e-07
844,3.8079999999999997e-07
845,2.5888e-07
846,2.6464e-07
847,3.1392e-07
848,3.4784e-07
849,3.0656e-07
850,3.1872000000000004e-07
851,3.664e-07
852,2.8512e-07
853,2.72e-07
854,2.6336000000000005e-07
855,3.152e-07
856,3.1743999999999996e-07
857,3.3664000000000003e-07
858,3.1743999999999996e-07
859,2.896e-07
860,2.944e-07
861,2.9216e-07
862,3.1904e-07
863,3.232e-07
864,3.2736e-07
865,3.7023999999999996e-07
866,2.9856e-07
867,2.9280000000000003e-07
868,3.5424000000000003e-07
869,3.552e-07
870,3.0272e-07
871,2.9344e-07
872,3.504e-07
873,3.2512e-07
874,3.2704e-07
875,3.2608e-07
876,2.8608e-07
877,3.024e-07
878,3.0399999999999997e-07
879,3.088e-07
880,2.5823999999999996e-07
881,2.688e-07
882,2.4672000000000003e-07
883,3.2639999999999996e-07
884,2.5344e-07
885,3.4624e-07
886,3.3087999999999996e-07
887,2.7072000000000003e-07
888,2.4384e-07
889,2.7776e-07
890,3.7824e-07
891,2.9696000000000003e-07
892,2.9759999999999996e-07
893,2.96e-07
894,3.36e-07
895,3.2992000000000003e-07
896,2.72e-07
897,3.2e-07
898,3.0496e-07
899,3.7312e-07
900,2.5344e-07
901,3.4656000000000005e-07
902,2.7712e-07
903,2.5984e-07
904,3.0112e-07
905,2.9728e-07
906,2.7520000000000003e-07
907,3.5136e-07
908,2.4352e-07
909,2.4384e-07
910,2.5984e-07
911,2.6784e-07
912,2.8e-07
913,3.0368e-07
914,2.9888e-07
915,2.6816e-07
916,3.1584000000000005e-07
917,2.5824e-07
918,3.0207999999999996e-07
919,3.088e-07
920,3.2448e-07
921,2.512e-07
922,2.928e-07
923,2.8928e-07
924,2.5888e-07
925,3.5647999999999997e-07
926,3.5008e-07
927,2.7808e-07
928,2.8511999999999995e-07
929,2.8992e-07
930,2.8032e-07
931,2.7968e-07
932,3.0976e-07
933,2.9344e-07
934,3.184e-07
935,2.7168e-07
936,2.5824e-07
937,3.2032e-07
938,3.2832e-07
939,2.7551999999999997e-07
940,2.8928e-07
941,3.9231999999999996e-07
942,2.8256e-07
943,2.7744000000000003e-07
944,3.0175999999999997e-07
945,2.6719999999999996e-07
946,3.1552e-07
947,3.7312e-07
948,3.2928000000000005e-07
949,3.2096e-07
950,2.6655999999999997e-07
951,2.8768e-07
952,3.3184e-07
953,2.8e-07
954,2.7424e-07
955,3.2608e-07
956,3.5232e-07
957,2.7968000000000003e-07
958,2.7232e-07
959,2.7456e-07
960,2.608e-07
961,2.7488e-07
962,2.8192e-07
963,4.0224000000000003e-07
964,4.1247999999999995e-07
965,3.1808e-07
966,2.8800000000000004e-07
967,3.0976e-07
968,2.6656e-07
969,2.8096e-07
970,3.7695999999999996e-07
971,3.4688e-07
972,2.5823999999999996e-07
973,2.9824e-07
974,3.0016e-07
975,3.5072e-07
976,3.2032e-07
977,4.0576e-07
978,3.2576e-07
979,2.8128e-07
980,3.2256e-07
981,2.6624000000000003e-07
982,2.8191999999999997e-07
983,2.7968000000000003e-07
984,3.488e-07
985,3.2607999999999997e-07
986,2.5472e-07
987,2.9248000000000004e-07
988,3.1040000000000003e-07
989,3.296e-07
990,2.7744000000000003e-07
991,2.6144e-07
992,3.2736e-07
993,3.1584e-07
994,3.0272e-07
995,2.7296000000000003e-07
996,2.944e-07
997,3.1392e-07
998,3.0368000000000003e-07
999,3.4976e-07
1000,2.8544e-07
1001,2.7456e-07
1002,2.8928e-07
1003,3.1648e-07
1004,2.9343999999999996e-07
1005,2.816e-07
1006,3.056e-07
1007,2.9951999999999997e-07
1008,2.8864e-07
1009,3.3759999999999995e-07
1010,3.7695999999999996e-07
1011,3.1392e-07
1012,3.0656e-07
1013,3.2736e-07
1014,2.8608e-07
1015,2.72e-07
1016,2.976e-07
1017,2.6208000000000003e-07
1018,3.0784e-07
1019,2.4576e-07
1020,2.3872e-07
1021,2.5472e-07
1022,3.0304e-07
1023,3.1776e-07
1024,3.5616e-07
1025,3.7695999999999996e-07
1026,3.0879999999999996e-07
1027,2.8191999999999997e-07
1028,3.2320000000000004e-07
1029,3.5712e-07
1030,2.7872e-07
1031,3.408e-07
1032,4.0864000000000004e-07
1033,2.9056e-07
1034,2.5344e-07
1035,2.736e-07
1036,3.2671999999999995e-07
1037,2.3840000000000002e-07
1038,2.5824e-07
1039,3.2704e-07
1040,3.2e-07
1041,3.3312000000000006e-07
1042,3.0624e-07
1043,3.0336e-07
1044,2.7775999999999997e-07
1045,2.7103999999999997e-07
1046,3.4016e-07
1047,2.7551999999999997e-07
1048,3.552e-07
1049,3.2320000000000004e-07
1050,3.2096000000000004e-07
1051,2.8416e-07
1052,3.1232e-07
1053,2.5856e-07
1054,2.5792e-07
1055,3.1680000000000003e-07
1056,2.4736e-07
1057,3.5136e-07
1058,3.216e-07
1059,3.4272e-07
1060,3.232e-07
1061,3.0015999999999996e-07
1062,2.5151999999999997e-07
1063,3.0208e-07
1064,2.5791999999999997e-07
1065,2.672e-07
1066,2.7328e-07
1067,3.1456e-07
1068,4.7776e-07
1069,2.8704e-07
1070,3.0336e-07
1071,2.6271999999999996e-07
1072,2.56e-07
1073,2.9856e-07
1074,2.7232e-07
1075,3.2128000000000003e-07
1076,3.312e-07
1077,2.8448e-07
1078,3.0272e-07
1079,3.2736e-07
1080,3.0976e-07
1081,3.2064e-07
1082,2.6016e-07
1083,2.992e-07
1084,2.9535999999999997e-07
1085,2.7807999999999996e-07
1086,2.9376e-07
1087,3.7887999999999996e-07
1088,2.7232e-07
1089,3.4335999999999997e-07
1090,3.2607999999999997e-07
1091,2.8032e-07
1092,3.072e-07
1093,2.7232e-07
1094,3.7792000000000004e-07
1095,3.2224e-07
1096,4.0832000000000005e-07
1097,2.7616e-07
1098,2.9727999999999997e-07
1099,3.2416e-07
1100,2.5216000000000006e-07
1101,2.7136e-07
1102,4.0352000000000006e-07
1103,3.4496000000000004e-07
1104,2.9504000000000003e-07
1105,2.5280000000000004e-07
1106,2.88e-07
1107,3.5328e-07
1108,2.656e-07
1109,3.6512000000000003e-07
1110,2.8544e-07
1111,4.1152e-07
1112,4.0256e-07
1113,2.8192e-07
1114,3.056e-07
1115,2.9824e-07
1116,2.7616e-07
1117,3.2256e-07
1118,3.0208e-07
1119,3.5296e-07
1120,3.8496e-07
1121,2.3840000000000002e-07
1122,3.0144e-07
1123,3.2992e-07
1124,4.0287999999999997e-07
1125,3.1648000000000004e-07
1126,2.8287999999999995e-07
1127,3.7119999999999994e-07
1128,2.7040000000000004e-07
1129,2.7968000000000003e-07
1130,2.7296000000000003e-07
1131,2.9696e-07
1132,3.1488e-07
1133,3.3184000000000004e-07
1134,2.5568e-07
1135,3.8464000000000003e-07
1136,3.1008e-07
1137,3.4816000000000007e-07
1138,3.1808000000000005e-07
1139,3.0048e-07
1140,3.2352e-07
1141,2.784e-07
1142,2.8768e-07
1143,4.1759999999999993e-07
1144,3.2288e-07
1145,3.0272e-07
1146,3.1263999999999997e-07
1147,2.8639999999999997e-07
1148,2.7968000000000003e-07
1149,2.4448000000000003e-07
1150,3.232e-07
1151,2.32e-07
1152,3.4496000000000004e-07
1153,2.8352e-07
1154,3.3088e-07
1155,3.6064e-07
1156,4.1376e-07
1157,3.0655999999999996e-07
1158,3.3695999999999997e-07
1159,2.6624e-07
1160,3.5488e-07
1161,3.2191999999999996e-07
1162,2.9216e-07
1163,2.2048000000000003e-07
1164,3.4496e-07
1165,3.9264e-07
1166,3.9455999999999995e-07
1167,3.4176e-07
1168,4.9536e-07
1169,3.6895999999999994e-07
1170,4.2752000000000006e-07
1171,3.0688e-07
1172,2.8671999999999996e-07
1173,2.8224e-07
1174,3.52e-07
1175,3.9936e-07
1176,3.5264000000000007e-07
1177,3.2352e-07
1178,3.088e-07
1179,3.3568e-07
1180,2.5504e-07
1181,3.2352e-07
1182,4.774399999999999e-07
1183,3.3504e-07
1184,3.9808e-07
1185,2.6944e-07
1186,3.1968e-07
1187,3.008e-07
1188,3.4592000000000007e-07
1189,3.9424e-07
1190,3.0592e-07
1191,3.12e-07
1192,3.321599999999999e-07
1193,2.96e-07
1194,3.0176e-07
1195,3.1552e-07
1196,3.1168e-07
1197,3.5072e-07
1198,2.7296e-07
1199,3.9328000000000004e-07
1200,3.3695999999999997e-07
1201,3.9551999999999993e-07
1202,3.3184e-07
1203,4.4608000000000003e-07
1204,3.6319999999999997e-07
1205,5.5904e-07
1206,3.6736e-07
1207,3.8368e-07
1208,3.5936e-07
1209,3.3152e-07
1210,2.7232e-07
1211,2.9504e-07
1212,2.9408e-07
1213,2.6528e-07
1214,3.2384e-07
1215,3.1392e-07
1216,2.4992e-07
1217,2.7136e-07
1218,3.0016e-07
1219,4.3744e-07
1220,3.2992000000000003e-07
1221,3.9584000000000003e-07
1222,3.488e-07
1223,3.9968000000000004e-07
1224,2.5312000000000003e-07
1225,3.0944e-07
1226,4.6976000000000005e-07
1227,3.0752e-07
1228,3.2704e-07
1229,2.9344e-07
1230,2.9504000000000003e-07
1231,3.4464e-07
1232,3.104e-07
1233,3.6e-07
1234,3.8688e-07
1235,5.104e-07
1236,3.936e-07
1237,3.6064000000000003e-07
1238,3.0016e-07
