,Filename,Voltage
0,c_ALL_20210218160147931.csv,20658.375
1,c_ALL_20210218160148165.csv,20268.0
2,c_ALL_20210218160148415.csv,20936.25
3,c_ALL_20210218160148665.csv,18163.6875
4,c_ALL_20210218160148915.csv,20842.875
5,c_ALL_20210218160209917.csv,20850.1875
6,c_ALL_20210218160210166.csv,20855.8125
7,c_ALL_20210218160210420.csv,20603.8125
8,c_ALL_20210218160210665.csv,20545.3125
9,c_ALL_20210218160210915.csv,20401.875
10,c_ALL_20210218160211165.csv,20952.0
11,c_ALL_20210218160211428.csv,20796.1875
12,c_ALL_20210218160211665.csv,20377.125
13,c_ALL_20210218160211914.csv,20142.5625
14,c_ALL_20210218160212165.csv,20303.4375
15,c_ALL_20210218160212421.csv,20211.1875
16,c_ALL_20210218160212668.csv,20712.9375
17,c_ALL_20210218160212917.csv,20868.1875
18,c_ALL_20210218160213165.csv,20172.9375
19,c_ALL_20210218160213421.csv,20428.875
20,c_ALL_20210218160213670.csv,19971.5625
21,c_ALL_20210218160213915.csv,20748.375
22,c_ALL_20210218160214165.csv,21015.0
23,c_ALL_20210218160214419.csv,20916.5625
24,c_ALL_20210218160214670.csv,20831.0625
25,c_ALL_20210218160214915.csv,20888.4375
26,c_ALL_20210218160215165.csv,20621.25
27,c_ALL_20210218160215416.csv,nan
28,c_ALL_20210218160215665.csv,20445.1875
29,c_ALL_20210218160215916.csv,19899.5625
30,c_ALL_20210218160216177.csv,19681.3125
31,c_ALL_20210218160216418.csv,20494.125
32,c_ALL_20210218160216666.csv,20719.125
33,c_ALL_20210218160216920.csv,20154.9375
34,c_ALL_20210218160217166.csv,19886.625
35,c_ALL_20210218160217415.csv,20412.5625
36,c_ALL_20210218160217665.csv,18753.75
37,c_ALL_20210218160217918.csv,20090.25
38,c_ALL_20210218160218166.csv,20143.125
39,c_ALL_20210218160218416.csv,20689.3125
40,c_ALL_20210218160218665.csv,20653.3125
41,c_ALL_20210218160218915.csv,17832.9375
42,c_ALL_20210218160219166.csv,20044.125
43,c_ALL_20210218160219425.csv,20148.1875
44,c_ALL_20210218160219665.csv,20412.5625
45,c_ALL_20210218160219915.csv,19996.875
46,c_ALL_20210218160220168.csv,19921.5
47,c_ALL_20210218160220419.csv,nan
48,c_ALL_20210218160220666.csv,20499.1875
49,c_ALL_20210218160220915.csv,18327.375
50,c_ALL_20210218160221165.csv,20605.5
51,c_ALL_20210218160221416.csv,nan
52,c_ALL_20210218160221669.csv,20638.125
53,c_ALL_20210218160221915.csv,20691.0
54,c_ALL_20210218160222172.csv,20671.875
55,c_ALL_20210218160222427.csv,19878.75
56,c_ALL_20210218160222680.csv,18389.25
57,c_ALL_20210218160222917.csv,20133.5625
58,c_ALL_20210218160223168.csv,20239.875
59,c_ALL_20210218160223422.csv,nan
60,c_ALL_20210218160223665.csv,20494.125
61,c_ALL_20210218160223915.csv,19564.3125
62,c_ALL_20210218160224171.csv,19320.75
63,c_ALL_20210218160224416.csv,20125.125
64,c_ALL_20210218160224666.csv,20322.5625
65,c_ALL_20210218160224923.csv,20665.6875
66,c_ALL_20210218160225166.csv,19823.625
67,c_ALL_20210218160225417.csv,19989.5625
68,c_ALL_20210218160225665.csv,18905.0625
69,c_ALL_20210218160225915.csv,19538.4375
70,c_ALL_20210218160226170.csv,19994.0625
71,c_ALL_20210218160226416.csv,20238.1875
72,c_ALL_20210218160226667.csv,20824.3125
73,c_ALL_20210218160226915.csv,16454.25
74,c_ALL_20210218160227168.csv,20665.6875
75,c_ALL_20210218160227426.csv,20550.9375
76,c_ALL_20210218160227669.csv,19408.5
77,c_ALL_20210218160227915.csv,18530.4375
78,c_ALL_20210218160228165.csv,20193.75
79,c_ALL_20210218160228415.csv,14094.0
80,c_ALL_20210218160228665.csv,18306.5625
81,c_ALL_20210218160228915.csv,19927.125
82,c_ALL_20210218160229167.csv,20926.125
83,c_ALL_20210218160229424.csv,21006.0
84,c_ALL_20210218160229666.csv,nan
85,c_ALL_20210218160229920.csv,21082.5
86,c_ALL_20210218160230175.csv,16063.3125
87,c_ALL_20210218160230415.csv,20853.5625
88,c_ALL_20210218160230665.csv,20296.6875
89,c_ALL_20210218160230915.csv,19480.5
90,c_ALL_20210218160231166.csv,20252.25
91,c_ALL_20210218160231419.csv,20689.875
92,c_ALL_20210218160231666.csv,20733.75
93,c_ALL_20210218160231915.csv,19744.875
94,c_ALL_20210218160232165.csv,18430.875
95,c_ALL_20210218160232415.csv,20508.75
96,c_ALL_20210218160232665.csv,nan
97,c_ALL_20210218160232915.csv,20651.625
98,c_ALL_20210218160233174.csv,19771.3125
99,c_ALL_20210218160233428.csv,20517.1875
100,c_ALL_20210218160233666.csv,19858.5
101,c_ALL_20210218160233915.csv,19884.375
102,c_ALL_20210218160234167.csv,17616.9375
103,c_ALL_20210218160234416.csv,18280.125
104,c_ALL_20210218160234665.csv,19137.375
105,c_ALL_20210218160234915.csv,17457.75
106,c_ALL_20210218160235165.csv,20256.75
107,c_ALL_20210218160235422.csv,19367.4375
108,c_ALL_20210218160235665.csv,15565.5
109,c_ALL_20210218160235915.csv,20512.6875
110,c_ALL_20210218160236170.csv,18413.4375
111,c_ALL_20210218160236422.csv,20216.8125
112,c_ALL_20210218160236670.csv,19940.625
113,c_ALL_20210218160236916.csv,nan
114,c_ALL_20210218160237166.csv,20972.25
115,c_ALL_20210218160237415.csv,19986.75
116,c_ALL_20210218160237673.csv,20005.3125
117,c_ALL_20210218160237915.csv,20557.6875
118,c_ALL_20210218160238165.csv,20094.75
119,c_ALL_20210218160238419.csv,19656.0
120,c_ALL_20210218160238666.csv,20170.125
121,c_ALL_20210218160238915.csv,nan
122,c_ALL_20210218160239165.csv,20404.6875
123,c_ALL_20210218160239425.csv,19832.625
