,Filename,Injected_Charges
0,c_ALL_20210510143441124.csv,-2.9206755e-06
1,c_ALL_20210510143442118.csv,-2.663774e-06
2,c_ALL_20210510143443112.csv,-1.988099e-06
3,c_ALL_20210510143444112.csv,-1.4541165e-06
4,c_ALL_20210510143529528.csv,-2.733703e-06
5,c_ALL_20210510143529711.csv,-1.102277e-06
6,c_ALL_20210510143529911.csv,-8.85441e-07
7,c_ALL_20210510143530111.csv,-1.2652035e-06
8,c_ALL_20210510143530312.csv,-1.3517665e-06
9,c_ALL_20210510143530511.csv,-3.281217e-06
10,c_ALL_20210510143530711.csv,-9.708555e-07
11,c_ALL_20210510143530911.csv,-2.749765e-07
12,c_ALL_20210510143531111.csv,-1.6643975e-06
13,c_ALL_20210510143531312.csv,-7.808835e-07
14,c_ALL_20210510143531511.csv,-1.3528725e-06
15,c_ALL_20210510143531712.csv,-7.8941e-07
16,c_ALL_20210510143531911.csv,-9.94355e-07
17,c_ALL_20210510143532111.csv,-1.2476885e-06
18,c_ALL_20210510143532312.csv,-1.292764e-06
19,c_ALL_20210510143532511.csv,-9.20571e-07
20,c_ALL_20210510143532711.csv,-8.405965e-07
21,c_ALL_20210510143532912.csv,-1.3280955e-06
22,c_ALL_20210510143533113.csv,-1.592951e-06
23,c_ALL_20210510143533313.csv,-9.213625e-07
24,c_ALL_20210510143533511.csv,-7.69441e-07
25,c_ALL_20210510143533712.csv,-1.2022185e-06
26,c_ALL_20210510143533911.csv,-1.886414e-06
27,c_ALL_20210510143534111.csv,-2.725927e-06
28,c_ALL_20210510143534311.csv,-1.0742065e-06
29,c_ALL_20210510143534511.csv,-1.4502175e-06
30,c_ALL_20210510143534711.csv,-1.0783655e-06
31,c_ALL_20210510143535997.csv,-2.0175495e-06
32,c_ALL_20210510143536112.csv,-2.149767e-06
33,c_ALL_20210510143536311.csv,-8.218305e-07
34,c_ALL_20210510143536511.csv,-7.380215e-07
35,c_ALL_20210510143536711.csv,-1.171136e-06
36,c_ALL_20210510143536912.csv,-1.507692e-06
37,c_ALL_20210510143537112.csv,-5.882535e-07
38,c_ALL_20210510143537311.csv,-1.1598685e-06
39,c_ALL_20210510143537511.csv,-7.076585e-07
40,c_ALL_20210510143537711.csv,-1.5929015e-06
41,c_ALL_20210510143537911.csv,-9.977015e-07
42,c_ALL_20210510143538111.csv,-1.829932e-06
43,c_ALL_20210510143538311.csv,-1.2190355e-06
44,c_ALL_20210510143538511.csv,-1.0450845e-06
