,x_max,y_max,x_min,y_min
0,27.004,0.0148076789806,1.999,0.0111806445429
1,40.003,0.0163064352408,33.007,0.0126923619771
2,84.006,0.015931838319,73.00399999999999,0.013759816485899998
3,113.008,0.016336826344299997,96.00299999999999,0.0115979830849
4,144.002,0.017319173627099997,121.005,0.0141927681622
5,173.995,0.0172165701913,158.002,0.0145973438066
6,204.0,0.017662061025599998,196.00099999999998,0.013699380975
7,221.995,0.017490305103299998,226.01,0.013253812486700002
8,257.996,0.017696128802700002,245.007,0.0135318244687
9,279.006,0.017923749075499998,282.001,0.0153070896586
10,306.999,0.0179472007752,305.995,0.0152498843294
11,357.005,0.0180690392978,356.005,0.0151228118154
12,360.001,0.0180247652507,361.01,0.0157971385122
13,415.99699999999996,0.0180366685386,390.009,0.0170205874868
14,429.00199999999995,0.017874673554,438.99800000000005,0.0165337477145
15,455.996,0.01790699054,476.99699999999996,0.0156055788772
16,494.996,0.0179258160693,500.01,0.016427835300499998
17,514.997,0.0180140882595,534.012,0.0157393190169
18,561.005,0.0180060140452,543.997,0.0165420852975
19,591.998,0.0179062142373,588.003,0.0167374357753
20,606.999,0.018000211842,601.009,0.0168157956491
21,652.997,0.0178274945174,636.009,0.015616146577600003
22,678.998,0.0179827037761,670.998,0.0166459355952
23,702.012,0.017732976476599997,697.998,0.016949058902000002
24,729.9989999999999,0.017730174697099997,743.998,0.0163856274076
25,766.998,0.0176782498539,753.998,0.0158984014603
26,799.998,0.017668198937099998,804.0,0.0157445251025
27,813.0,0.017654716405,831.998,0.0146532575261
28,857.015,0.0177478493619,843.013,0.015723028155
29,870.9989999999999,0.017743527075,885.002,0.01601834244
30,924.0039999999999,0.017473068190900002,922.0110000000001,0.014442166276100003
31,935.01,0.0173480045193,947.0010000000001,0.014571697531700003
32,984.0,0.0175477087968,959.9989999999999,0.0156056444935
33,1005.9989999999999,0.0175675675155,998.9989999999999,0.015421816502399996
34,1048.0,0.017500972599500002,1035.0,0.0157064734065
35,1066.004,0.017498259141799997,1074.014,0.0144251288647
36,1099.015,0.0173840069746,1093.002,0.0147166607816
37,1112.0,0.017414129438099998,1127.002,0.0143013111461
38,1165.0,0.017212323506,1141.0,0.0142084578098
39,1178.001,0.0172319465058,1190.001,0.0127907955589
40,1226.001,0.017299484793700002,1214.002,0.0144138041384
41,1249.002,0.0172184942513,1250.002,0.0139247889124
42,1280.014,0.016809599300799997,1262.001,0.00348682628937
43,1308.002,0.0169018241863,1298.015,0.0106760288885
44,1329.0020000000002,0.0169293597915,1341.0020000000002,0.00476866857592
45,1362.0020000000002,0.0163517143404,1371.009,0.00972496000277
46,1404.0120000000002,0.016460588066100002,1385.011,0.00930021546346
47,1427.0020000000002,0.0165594659569,1414.0020000000002,0.00433477534674
48,1459.011,0.0165775325757,1464.0020000000002,0.004540936193520001
49,1492.0079999999998,0.0166765902858,1474.004,0.00403692822133
50,1508.017,0.0163216023234,1502.003,0.00466697929838
51,1556.004,0.0161943170802,1548.003,0.00424893004594
52,1574.006,0.0163662194007,1566.004,0.00354416230277
53,1595.004,0.016612444639,1602.004,0.00388185469914
54,1643.0179999999998,0.0161889716417,1620.006,0.0107007155509
55,1672.016,0.015870598017,1651.013,0.00333140242537
56,1681.016,0.0158495554102,1686.0079999999998,0.005764254838319999
57,1734.017,0.016034006642,1714.017,0.0023833098141900003
58,1760.005,0.016839656515,1759.005,0.00370792331044
59,1783.005,0.0158789374961,1775.015,0.0026896009101
60,1825.006,0.016190871571500003,1806.0179999999998,0.0023351176290500003
61,1832.005,0.016184783637899998,1854.006,0.00405525511485
62,1860.005,0.015763381747,1881.0179999999998,0.0020604977541
63,1900.011,0.0157620738351,1908.016,0.00237061075195
64,1923.009,0.0155098085317,1932.0079999999998,0.00245600631329
65,1964.006,0.015779769561999998,1955.007,0.00265946973016
66,1995.005,0.0151348944325,1992.006,0.00132706052875
67,2024.0079999999998,0.0158393568066,2035.007,0.0025105813131700004
68,2054.0170000000003,0.0153702324457,2045.015,0.00264740386946
69,2075.008,0.0156378994933,2098.011,0.00301898229749
70,2118.0170000000003,0.0153375965563,2104.009,0.00328021283425
71,2148.009,0.0154779250841,2156.019,0.00262609583752
72,2165.007,0.0147296245978,2173.018,0.00209342309968
73,2216.015,0.0151984743419,2198.011,0.002929116663
74,2228.02,0.015708830339799997,2221.008,0.00289543367094
75,2277.011,0.0156908735335,2276.014,0.00195982020392
76,2291.008,0.0152708940508,2295.022,0.00117518739846
77,2324.008,0.0154836564888,2314.012,0.00143279802554
78,2340.022,0.0151938067172,2343.008,0.00246028160812
79,2388.009,0.0156463864791,2381.009,0.0022686380852
80,2428.009,0.0152542152382,2415.0170000000003,0.00143949963987
81,2455.027,0.0141964700025,2448.019,0.00236091383092
82,2486.021,0.0153438075743,2472.011,0.00155682010825
