,ID,Mean
0,0.0,0.011794601980882044
1,500.0,0.012048566657786735
2,1000.0,0.011913099932565372
3,1500.0,0.011761652293728556
4,2000.0,0.011280019757787113
5,2500.0,0.010962235438427876
6,3000.0,0.011041674387705973
7,3500.0,0.01109188115501557
8,4000.0,0.010932000165169199
9,4500.0,0.011318095802098877
10,5000.0,0.012286966893791362
11,5500.0,0.01214658024476481
12,6000.0,0.01213402476728513
13,6500.0,0.012022355994328918
14,7000.0,0.012117256672708757
15,7500.0,0.012207907132328036
16,8000.0,0.012390550066453246
17,8500.0,0.012371589882798437
18,9000.0,0.012376234040187095
19,9500.0,0.012421447925396513
20,10000.0,0.011606619703951644
21,10500.0,0.011177295408757835
22,11000.0,0.011269532770163185
23,11500.0,0.01133050447801054
24,12000.0,0.01139161539513006
25,12500.0,0.011319347902573969
26,13000.0,0.010979302916786995
27,13500.0,0.010924741483178879
28,14000.0,0.010836919348756973
29,14500.0,0.010828436599051203
30,15000.0,0.010830914035535311
31,15500.0,0.01087553567897018
32,16000.0,0.010931204867345392
33,16500.0,0.010927550907586995
34,17000.0,0.010915051107074109
35,17500.0,0.01101168680178511
36,18000.0,0.011113064385308978
37,18500.0,0.011108702808926693
38,19000.0,0.011101974909705612
39,19500.0,0.011128937713424108
40,20000.0,0.011132379625918077
41,20500.0,0.011158919016861661
42,21000.0,0.011100887295797255
43,21500.0,0.011133266735143187
44,22000.0,0.011111924139716754
45,22500.0,0.011119022056030983
46,23000.0,0.011156486900222523
47,23500.0,0.01107241049131042
48,24000.0,0.010834544943925313
49,24500.0,0.010462006569788598
50,25000.0,0.010336156056897274
51,25500.0,0.010435863679272546
52,26000.0,0.01033136538062463
53,26500.0,0.009860044117490781
54,27000.0,0.008962459025679359
55,27500.0,0.00888645273399425
56,28000.0,0.008972572967907396
57,28500.0,0.00882365436103952
58,29000.0,0.008602024071497755
59,29500.0,0.008412499401033688
60,30000.0,0.008358059553094687
61,30500.0,0.007928652939642504
62,31000.0,0.007822585842004891
63,31500.0,0.007363262087723447
64,32000.0,0.007140818295315572
65,32500.0,0.006870251825288589
66,33000.0,0.006723221302666697
67,33500.0,0.006444193920212561
68,34000.0,0.005757988904760574
69,34500.0,0.005569657017430848
70,35000.0,0.005433930351700046
71,35500.0,0.004956029163574796
72,36000.0,0.004663277724700715
73,36500.0,0.004221691492603
74,37000.0,0.003928232083545305
75,37500.0,0.00399688162856016
