,x_max,y_max,x_min,y_min
0,23.997,59.0775,3.986,49.74
1,54.983999999999995,62.923125,32.985,52.108125
2,83.986,65.62875,72.993,55.561875
3,104.98700000000001,66.256875,93.98299999999999,56.82375
4,131.983,65.818125,127.991,58.11375
5,175.985,67.16625,149.99200000000002,62.015625
6,195.99,67.10625,183.986,61.393125
7,226.983,66.729375,231.984,61.685625
8,244.982,66.553125,249.988,62.07375
9,285.99,66.40875,274.99,60.74625
10,314.98400000000004,66.028125,316.988,59.109375
11,352.983,66.204375,350.991,55.54875
12,366.99699999999996,66.136875,368.98400000000004,54.94125
13,397.983,65.848125,407.983,48.853125
14,424.986,66.135,423.99,8.71875
15,450.986,65.638125,468.983,50.300625
16,487.98400000000004,65.83875,502.99699999999996,49.996875
17,513.9830000000001,65.821875,537.994,8.655
18,560.0,65.7825,561.992,8.7525
19,592.997,65.9175,596.992,8.600625
20,621.9830000000001,65.761875,602.989,8.75625
21,646.986,65.323125,633.988,8.799375
22,673.9839999999999,64.75125,661.995,49.306875
23,696.99,65.36625,713.9960000000001,8.625
24,730.985,64.41,735.985,8.604375
25,764.99,8.92125,765.9960000000001,8.649375
26,786.987,9.045,785.998,8.589375
27,820.995,9.045,835.9910000000001,8.634375
