,Elapsed_Time,Data
0,0.0,0.015293422711499999
1,0.973,0.0131486064304
2,1.977,0.013145107783200001
3,2.986,0.0135141718346
4,3.985,0.015169702709200001
5,4.973,0.009578914316129998
6,5.973,0.0148050706966
7,6.972,0.015303472503
8,7.972,0.0149028369988
9,8.975,0.014515099632299999
10,9.973,0.014164460217899999
11,10.973,0.0146173360259
12,11.973,0.014936275970299999
13,12.973,0.0140596446578
14,13.973,0.0136352990036
15,14.972,0.014005221183200002
16,15.973,0.0144855805923
17,16.972,0.0149182745992
18,17.973,0.015230007699500002
19,18.973,0.015457075765
20,19.973,0.0143770390314
21,20.974,0.0159284437682
22,21.973,0.015040552765600002
23,22.972,0.013647008377100001
24,23.972,0.0156156983207
25,24.973,0.0142394880994
26,25.973,0.006027339588189999
27,26.972,0.015859556325900002
28,27.972,0.014525961725700002
29,28.972,0.0153830827085
30,29.972,0.014233365253899998
31,30.973,0.015421399009499999
32,31.972,0.0146824584249
33,32.972,0.014571794030799999
34,33.972,0.0158854828987
35,34.973,0.0148693106488
36,35.973,0.015026544357
37,36.973,0.0141898893579
38,37.973,0.0144666453748
39,38.973,0.014377986040700001
40,39.973,0.0159531021994
41,40.982,0.0155276285876
42,41.973,0.015026905318200001
43,42.973,0.0152355810544
44,43.973,0.016700758673799998
45,44.974,0.0174281286953
46,45.973,0.0157763392786
47,46.973,0.015485144207799999
48,47.973,0.0151415067389
49,48.973,0.014205460234999998
50,49.973,0.017061376160799998
51,50.973,0.0162537185401
52,51.973,0.0158993932546
53,52.973,0.0162441200594
54,53.972,0.0152768816881
55,54.973,0.0145826709683
56,55.972,0.0176485463437
57,56.973,0.016535058510100002
58,57.972,0.0149750200222
59,58.986,0.0171364859889
60,59.984,0.0163192884425
61,60.972,0.0154758043701
62,61.977,0.00833134314994
63,62.973,0.0167865576306
64,63.986,0.016133866708799998
65,64.983,0.00807127722363
66,65.984,0.0151369593815
67,66.978,0.0170959012751
68,67.989,0.0167319218866
69,68.972,0.0163785339967
70,69.986,0.0162455432906
71,70.982,0.0169400839094
72,71.973,0.0163059452669
73,72.984,0.0168665657229
74,73.972,0.0170046918676
75,74.973,0.015662161097
76,75.984,0.0156982419447
77,76.981,0.0154895620292
78,77.985,0.016484027593
79,78.973,0.0163892952149
80,79.973,0.0153516930119
81,80.986,0.0163403297533
82,81.986,0.0161663915504
83,82.975,0.0164421168976
84,83.977,0.0155457141029
85,84.983,0.0163091590791
86,85.972,0.0147417370279
87,86.973,0.015614167145799999
88,87.975,0.0165639320536
89,88.977,0.0157264985979
90,89.972,0.0166223725394
91,90.973,0.0162176225293
92,91.973,0.0162023415507
93,92.973,0.0164589526661
94,93.986,0.0132484379562
95,94.987,0.0170550768575
96,95.977,0.0176404301367
97,96.973,0.0129107547724
98,97.973,0.0150874229076
99,98.978,0.0164951862721
100,99.979,0.0162407839705
101,100.987,0.0156689332449
102,101.973,0.017256422428099997
103,102.977,0.0167221059314
104,103.973,0.0167277051191
105,104.975,0.017189065446400004
106,105.986,0.0153661981595
107,106.981,0.0170712154632
108,107.976,0.0166844608617
109,108.974,0.0171947900637
110,109.978,0.014969854007299999
111,110.973,0.0168010002889
112,111.982,0.0168659879719
113,112.973,0.016471918789600002
114,113.974,0.0170514409646
115,114.982,0.015657254669
116,115.973,0.0160725616731
117,116.973,0.0164990371659
118,117.985,0.0171938311009
119,118.974,0.0173519941908
120,119.976,0.0171910116232
121,120.973,0.016431992895
122,121.973,0.0167670598274
123,122.973,0.015385354682200002
124,123.974,0.0154060963509
125,124.987,0.017131748865
126,125.974,0.017553594867499998
127,126.985,0.0153054245355
128,127.986,0.016542999462700003
129,128.974,0.0164812345899
130,129.973,0.0164939980782
131,130.973,0.0170191865752
132,131.984,0.016457814151299998
133,132.979,0.0173372665479
134,133.973,0.0162850639885
135,134.973,0.0160631119433
136,135.974,0.015363286687
137,136.974,0.0165360511882
138,137.974,0.017222343006
139,138.973,0.0171042588764
140,139.978,0.0173874039302
141,140.974,0.0165588520763
142,141.976,0.0157011900722
143,142.978,0.017584259088299997
144,143.974,0.0167515660414
145,144.986,0.0169300892485
146,145.985,0.0170170308564
147,146.973,0.0170236021794
148,147.974,0.016893598628499998
149,148.973,0.017033856934499998
150,149.978,0.017065185846200003
151,150.973,0.016239906500799997
152,151.974,0.0174448864896
153,152.974,0.0172115054234
154,153.974,0.0164236458141
155,154.974,0.0175265898304
156,155.973,0.0167439804565
157,156.986,0.017361400326200004
158,157.977,0.017342688525900003
159,158.974,0.017385060692700002
160,159.986,0.0170399809559
161,160.985,0.0171801894347
162,161.973,0.0175093832832
163,162.973,0.0168676477688
164,163.988,0.017161758932299997
165,164.974,0.0174656978818
166,165.98,0.0161105286904
167,166.974,0.0168640453279
168,167.978,0.0177491962825
169,168.985,0.0172643753428
170,169.975,0.0173807810402
171,170.973,0.0155531801236
172,171.974,0.0174421440511
173,172.974,0.0172268821072
174,173.98,0.017245625938099998
175,174.974,0.0172460189904
176,175.973,0.0162458934502
177,176.973,0.0167806829314
178,177.974,0.0175921688291
179,178.973,0.0176766338935
180,179.977,0.0171207765056
181,180.974,0.017352125703
182,181.987,0.016623761937700002
183,182.993,0.0177511372967
184,183.974,0.017061110262599998
185,184.974,0.0169835568877
186,185.985,0.0171826506105
187,186.977,0.0176423319978
188,187.974,0.0165480477329
189,188.974,0.0173411797405
190,189.978,0.014697713889
191,190.975,0.0087190619945
192,191.976,0.0175234835476
193,192.973,0.0172346182865
194,193.985,0.017627741682400003
195,194.973,0.009741305270129999
