,ID,Mean
0,0.0,112.147376002004
1,500.0,108.64229083166333
2,1000.0,107.66871868737475
3,1500.0,106.9872620240481
4,2000.0,101.88933491983967
5,2500.0,96.63761898797596
6,3000.0,91.37639028056113
7,3500.0,92.52905811623246
8,4000.0,91.50268662324649
9,4500.0,93.35378256513027
10,5000.0,93.16131638276552
11,5500.0,92.28585295591182
12,6000.0,93.9366733466934
13,6500.0,94.28677354709419
14,7000.0,94.64759519038077
15,7500.0,95.05633141282566
16,8000.0,94.39413201402806
17,8500.0,93.64350576152304
18,9000.0,95.05624999999999
19,9500.0,96.31683992985973
20,10000.0,89.90544213426853
21,10500.0,87.34327404809619
22,11000.0,87.84956788577153
23,11500.0,88.11280686372746
24,12000.0,88.30447144288577
25,12500.0,88.23341057114229
26,13000.0,87.12052229458918
27,13500.0,86.83224574148295
28,14000.0,86.53013527054108
29,14500.0,87.01477329659318
30,15000.0,86.88852079158316
31,15500.0,87.12057865731462
32,16000.0,87.72430485971944
33,16500.0,87.7092747995992
34,17000.0,87.59085671342686
35,17500.0,89.08389904809619
36,18000.0,89.44239729458918
37,18500.0,89.07592685370741
38,19000.0,89.09961798597195
39,19500.0,89.21995240480962
40,20000.0,88.9527868236473
41,20500.0,89.37592685370741
42,21000.0,88.78448146292585
43,21500.0,89.06077154308616
44,22000.0,89.15472194388778
45,22500.0,89.47871993987977
46,23000.0,93.4284005511022
47,23500.0,93.50068261523047
48,24000.0,91.46112099198398
49,24500.0,87.89584794589177
50,25000.0,89.6534506513026
51,25500.0,92.51539328657313
52,26000.0,92.26609468937876
53,26500.0,91.36781062124248
54,27000.0,91.44005511022044
55,27500.0,91.48325400801603
56,28000.0,91.66325776553106
57,28500.0,91.13003507014028
58,29000.0,90.58436873747495
59,29500.0,90.34333041082165
60,30000.0,90.5288013527054
61,30500.0,88.50459669338677
62,31000.0,87.95901803607215
63,31500.0,84.9369739478958
64,32000.0,81.57913952905811
65,32500.0,78.35130886773547
66,33000.0,74.24971818637275
67,33500.0,71.00732715430861
68,34000.0,63.27647795591183
69,34500.0,57.97021543086172
70,35000.0,57.63439378757514
71,35500.0,49.06846192384769
72,36000.0,41.756863727454906
73,36500.0,37.113671092184376
74,37000.0,32.514003006012025
75,37500.0,28.60445478723404
