,ID,Probability
0,0.0,1.0
1,100.0,1.0
2,200.0,1.0
3,300.0,1.0
4,400.0,1.0
5,500.0,1.0
6,600.0,0.98989898989899
7,700.0,0.98989898989899
8,800.0,0.9797979797979798
9,900.0,1.0
10,1000.0,0.7676767676767676
11,1100.0,0.9191919191919192
12,1200.0,0.9696969696969697
13,1300.0,0.9494949494949495
14,1400.0,0.9595959595959596
15,1500.0,0.7878787878787878
16,1600.0,0.8080808080808081
17,1700.0,0.8080808080808081
18,1800.0,0.8282828282828283
19,1900.0,0.6060606060606061
20,2000.0,0.6464646464646465
21,2100.0,0.8080808080808081
22,2200.0,0.9090909090909091
23,2300.0,0.7474747474747475
24,2400.0,0.7373737373737373
25,2500.0,0.696969696969697
26,2600.0,0.8282828282828283
27,2700.0,0.494949494949495
28,2800.0,0.0
29,2900.0,0.43434343434343436
30,3000.0,0.20202020202020202
31,3100.0,0.25252525252525254
32,3200.0,0.010101010101010102
33,3300.0,0.020202020202020204
34,3400.0,0.08080808080808081
35,3500.0,0.2727272727272727
36,3600.0,0.21212121212121213
37,3700.0,0.35353535353535354
38,3800.0,0.7272727272727273
39,3900.0,0.050505050505050504
40,4000.0,0.020202020202020204
41,4100.0,0.3939393939393939
42,4200.0,0.12121212121212122
43,4300.0,0.2727272727272727
44,4400.0,0.1919191919191919
45,4500.0,0.1919191919191919
46,4600.0,0.3838383838383838
47,4700.0,0.0
48,4800.0,0.0
