,ID,Discharge Current
0,0,-38.30625
1,1,-28.396875
2,2,-29.884375
3,3,-27.89375
4,4,-38.128125
5,5,-32.25625
6,6,-29.1625
7,7,-30.790625
8,8,-30.40625
9,9,-35.5375
10,10,-27.853125
11,11,-39.5125
12,12,-38.575
13,13,-39.19375
14,14,-41.496875
15,15,-29.025
16,16,-29.565625
17,17,-28.346875
18,18,-28.434375
19,19,-39.940625
20,20,-41.9875
21,21,-43.334375
22,22,-43.053125
23,23,-29.040625
24,24,-30.19375
25,25,-42.409375
26,26,-27.975
27,27,-43.2
28,28,-32.725
29,29,-41.203125
30,30,-42.596875
31,31,-42.440625
32,32,-43.440625
33,33,-40.69375
34,34,-43.9375
35,35,-43.65
36,36,-44.6
37,37,-28.40625
38,38,-44.365625
39,39,-44.359375
40,40,-43.828125
41,41,-28.3
42,42,-45.96875
43,43,-46.140625
44,44,-43.98125
45,45,-45.15625
46,46,-45.51875
47,47,-43.20625
48,48,-44.965625
49,49,-30.846875
50,50,-28.628125
51,51,-42.2
52,52,-45.734375
53,53,-44.43125
54,54,-45.13125
55,55,-30.35625
56,56,-43.63125
57,57,-47.85625
58,58,-46.76875
59,59,-46.11875
60,60,-48.1125
61,61,-44.95625
62,62,-47.50625
63,63,-45.515625
64,64,-47.834375
65,65,-45.109375
66,66,-47.153125
67,67,-47.115625
68,68,-46.56875
69,69,-47.1375
70,70,-47.815625
71,71,-45.2625
72,72,-48.25625
73,73,-46.8875
74,74,-47.484375
75,75,-47.584375
76,76,-49.834375
77,77,-48.6625
78,78,-47.79375
79,79,-49.71875
80,80,-47.41875
81,81,-36.228125
82,82,-33.53125
83,83,-50.63125
84,84,-47.334375
85,85,-48.1625
86,86,-47.475
87,87,-48.784375
88,88,-49.14375
89,89,-48.134375
90,90,-49.15
91,91,-49.4125
92,92,-50.659375
93,93,-51.04375
94,94,-46.93125
95,95,-48.59375
96,96,-50.521875
97,97,-48.39375
98,98,-51.671875
99,99,-51.890625
100,100,-51.753125
101,101,-50.640625
102,102,-48.275
103,103,-47.45
104,104,-51.1875
105,105,-51.01875
106,106,-51.246875
107,107,-50.321875
108,108,-50.896875
109,109,-48.58125
110,110,-48.26875
111,111,-50.721875
112,112,-53.075
113,113,-52.9625
114,114,-52.40625
115,115,-50.45
116,116,-51.346875
117,117,-48.871875
118,118,-51.728125
119,119,-53.915625
120,120,-48.934375
121,121,-49.6125
122,122,-53.04375
123,123,-51.128125
124,124,-53.128125
125,125,-52.278125
126,126,-49.540625
127,127,-51.90625
128,128,-53.765625
129,129,-53.234375
130,130,-52.69375
131,131,-51.884375
132,132,-53.25
133,133,-53.090625
134,134,-52.36875
135,135,-53.640625
136,136,-54.321875
137,137,-52.346875
138,138,-54.078125
139,139,-54.034375
140,140,-55.990625
141,141,-54.75625
142,142,-53.034375
143,143,-51.978125
144,144,-49.9125
145,145,-53.6125
146,146,-53.70625
147,147,-55.2875
148,148,-55.109375
149,149,-52.4125
150,150,-54.1125
151,151,-54.971875
152,152,-47.234375
153,153,-55.09375
154,154,-55.4625
155,155,-55.046875
156,156,-53.478125
157,157,-51.25
158,158,-53.21875
159,159,-57.971875
160,160,-51.91875
161,161,-52.75
162,162,-54.909375
163,163,-56.053125
164,164,-56.16875
165,165,-52.115625
166,166,-54.296875
167,167,-55.484375
168,168,-54.596875
169,169,-54.54375
170,170,-53.453125
171,171,-51.2625
172,172,-52.065625
173,173,-55.984375
174,174,-39.88125
175,175,-54.628125
176,176,-55.671875
177,177,-54.9
178,178,-55.278125
179,179,-54.9625
180,180,-58.815625
181,181,-55.315625
182,182,-53.85625
183,183,-55.29375
184,184,-56.00625
185,185,-55.534375
186,186,-53.9375
187,187,-56.9625
188,188,-51.890625
189,189,-51.659375
190,190,-56.671875
191,191,-55.909375
192,192,-58.178125
193,193,-58.0875
194,194,-58.05625
195,195,-56.93125
196,196,-58.6375
197,197,-57.90625
198,198,-57.146875
199,199,-53.4875
200,200,-58.275
201,201,-57.35625
202,202,-58.33125
203,203,-55.2
204,204,-55.065625
205,205,-57.66875
206,206,-59.09375
207,207,-57.015625
208,208,-58.36875
209,209,-54.66875
210,210,-60.39375
211,211,-56.278125
212,212,-59.1375
213,213,-54.809375
214,214,-55.35625
215,215,-55.85
216,216,-39.403125
217,217,-56.05
218,218,-51.778125
219,219,-55.5875
220,220,-59.3375
221,221,-58.834375
222,222,-57.996875
223,223,-59.878125
224,224,-60.165625
225,225,-55.66875
226,226,-57.5125
227,227,-55.95625
228,228,-58.978125
229,229,-58.740625
230,230,-60.009375
231,231,-58.71875
232,232,-59.18125
233,233,-58.18125
234,234,-60.19375
235,235,-60.2125
236,236,-60.509375
237,237,-57.984375
238,238,-57.75
239,239,-58.575
240,240,-61.10625
241,241,-59.63125
242,242,-59.76875
243,243,-57.16875
244,244,-57.153125
245,245,-57.896875
246,246,-58.4
247,247,-59.159375
248,248,-58.446875
249,249,-58.803125
250,250,-60.11875
251,251,-58.20625
252,252,-56.659375
253,253,-57.459375
254,254,-59.18125
255,255,-57.49375
256,256,-60.25625
257,257,-57.784375
258,258,-60.3625
259,259,-55.24375
260,260,-60.03125
261,261,-57.55
262,262,-60.6875
263,263,-59.65625
264,264,-59.65
265,265,-56.528125
266,266,-60.021875
267,267,-61.778125
268,268,-61.025
269,269,-60.1375
270,270,-60.653125
271,271,-54.625
272,272,-58.253125
273,273,-58.15625
274,274,-60.296875
275,275,-60.703125
276,276,-59.753125
277,277,-59.24375
278,278,-61.509375
279,279,-57.4125
280,280,-58.640625
281,281,-59.228125
282,282,-60.296875
283,283,-59.9875
284,284,-62.51875
285,285,-60.096875
286,286,-61.184375
287,287,-59.38125
288,288,-59.61875
289,289,-59.275
290,290,-59.375
291,291,-59.51875
292,292,-60.91875
293,293,-60.946875
294,294,-61.053125
295,295,-61.565625
296,296,-62.978125
297,297,-61.484375
298,298,-60.621875
299,299,-57.35625
300,300,-59.125
301,301,-55.003125
302,302,-59.2
303,303,-60.515625
304,304,-60.8125
305,305,-63.096875
306,306,-61.771875
307,307,-60.33125
308,308,-59.6375
309,309,-62.13125
310,310,-60.79375
311,311,-60.43125
312,312,-60.978125
313,313,-61.66875
314,314,-57.98125
315,315,-62.44375
316,316,-62.621875
317,317,-61.903125
318,318,-63.234375
319,319,-62.753125
320,320,-59.89375
321,321,-61.165625
322,322,-59.9375
323,323,-61.353125
324,324,-60.81875
325,325,-57.171875
326,326,-62.646875
327,327,-62.56875
328,328,-60.784375
329,329,-61.98125
330,330,-61.259375
331,331,-62.3625
332,332,-60.46875
333,333,-61.7375
334,334,-63.128125
335,335,-60.953125
336,336,-61.3875
337,337,-60.771875
338,338,-59.778125
339,339,-62.659375
340,340,-60.93125
341,341,-57.809375
342,342,-62.3
343,343,-62.175
344,344,-61.59375
345,345,-62.725
346,346,-59.846875
347,347,-61.9875
348,348,-61.353125
349,349,-62.259375
350,350,-62.16875
351,351,-61.059375
352,352,-61.853125
353,353,-61.553125
354,354,-61.234375
355,355,-63.14375
356,356,-63.728125
357,357,-62.3625
358,358,-61.034375
359,359,-61.390625
360,360,-62.41875
361,361,-61.665625
362,362,-62.6
363,363,-61.975
364,364,-63.509375
365,365,-63.49375
366,366,-62.575
367,367,-63.340625
368,368,-62.778125
369,369,-63.75625
370,370,-62.121875
371,371,-61.9625
372,372,-60.54375
373,373,-61.51875
374,374,-59.99375
375,375,-60.903125
376,376,-62.5375
377,377,-62.615625
378,378,-62.865625
379,379,-62.778125
380,380,-61.965625
381,381,-64.184375
382,382,-60.634375
383,383,-63.1875
384,384,-59.9625
385,385,-61.64375
386,386,-62.1875
387,387,-62.68125
388,388,-62.346875
389,389,-61.134375
390,390,-62.78125
391,391,-61.2375
392,392,-63.275
393,393,-60.759375
394,394,-64.303125
395,395,-63.35
396,396,-62.528125
397,397,-60.425
398,398,-62.34375
399,399,-63.021875
400,400,-64.309375
401,401,-61.353125
402,402,-64.071875
403,403,-61.63125
404,404,-62.384375
405,405,-59.278125
406,406,-62.921875
407,407,-61.575
408,408,-56.49375
409,409,-63.0
410,410,-64.303125
411,411,-62.74375
412,412,-61.721875
413,413,-63.93125
414,414,-63.790625
415,415,-62.8125
416,416,-65.36875
417,417,-62.9875
418,418,-62.553125
419,419,-60.94375
420,420,-61.83125
421,421,-62.3125
422,422,-64.43125
423,423,-64.25
424,424,-65.253125
425,425,-63.865625
426,426,-63.4375
427,427,-63.265625
428,428,-62.740625
429,429,-63.90625
430,430,-62.275
431,431,-62.471875
432,432,-63.028125
433,433,-64.4
434,434,-61.353125
435,435,-64.38125
436,436,-62.009375
437,437,-60.35625
438,438,-63.6
439,439,-65.028125
440,440,-64.659375
441,441,-62.525
442,442,-63.09375
443,443,-63.784375
444,444,-63.653125
445,445,-62.196875
446,446,-64.003125
447,447,-62.35625
448,448,-64.79375
449,449,-62.103125
450,450,-64.959375
451,451,-63.428125
452,452,-62.775
453,453,-61.365625
454,454,-63.18125
455,455,-65.203125
456,456,-61.915625
457,457,-64.5875
458,458,-63.425
459,459,-65.1125
460,460,-62.915625
461,461,-61.09375
462,462,-63.1125
463,463,-62.528125
464,464,-63.884375
465,465,-63.921875
466,466,-65.7375
467,467,-65.078125
468,468,-63.084375
469,469,-65.94375
470,470,-61.971875
471,471,-64.88125
472,472,-66.859375
473,473,-59.684375
474,474,-64.259375
475,475,-64.459375
476,476,-63.46875
477,477,-64.79375
478,478,-65.25625
479,479,-62.1125
480,480,-64.49375
481,481,-62.19375
482,482,-63.771875
483,483,-63.690625
484,484,-64.475
485,485,-64.55
486,486,-63.0875
487,487,-64.3625
488,488,-63.503125
489,489,-64.575
490,490,-64.26875
491,491,-61.94375
492,492,-66.121875
493,493,-62.69375
494,494,-64.34375
495,495,-64.34375
496,496,-61.640625
497,497,-64.21875
498,498,-66.4
499,499,-64.921875
500,500,-63.378125
501,501,-62.75625
502,502,-63.678125
503,503,-63.58125
504,504,-61.18125
505,505,-65.2125
506,506,-64.865625
507,507,-63.29375
508,508,-62.98125
509,509,-67.153125
510,510,-62.70625
511,511,-63.025
512,512,-63.8
513,513,-63.753125
514,514,-64.959375
515,515,-64.31875
516,516,-57.14375
517,517,-61.53125
518,518,-64.765625
519,519,-63.10625
520,520,-67.15625
521,521,-67.30625
522,522,-66.025
523,523,-62.79375
524,524,-64.109375
525,525,-65.640625
526,526,-63.7375
527,527,-66.2125
528,528,-63.4625
529,529,-62.24375
530,530,-65.64375
531,531,-63.653125
532,532,-65.14375
533,533,-64.50625
534,534,-64.1125
535,535,-66.2125
536,536,-62.359375
537,537,-67.2625
538,538,-65.178125
539,539,-65.484375
540,540,-62.446875
541,541,-61.125
542,542,-65.921875
543,543,-65.21875
544,544,-64.85625
