,Filename,Voltage
0,c_ALL_20210512162722351.csv,-19961.4375
1,c_ALL_20210512162737137.csv,-19883.8125
2,c_ALL_20210512162737592.csv,-19865.8125
3,c_ALL_20210512162738038.csv,-19708.875
4,c_ALL_20210512162806115.csv,-19693.125
5,c_ALL_20210512162806364.csv,-20088.0
6,c_ALL_20210512162806602.csv,-19875.9375
7,c_ALL_20210512162806852.csv,-19690.875
8,c_ALL_20210512162807102.csv,-20163.375
9,c_ALL_20210512162807352.csv,-19939.5
10,c_ALL_20210512162807601.csv,-19866.9375
11,c_ALL_20210512162807853.csv,-19735.875
12,c_ALL_20210512162808102.csv,-19766.8125
13,c_ALL_20210512162808352.csv,-19685.25
14,c_ALL_20210512162808604.csv,-19840.5
15,c_ALL_20210512162808853.csv,-20044.6875
16,c_ALL_20210512162809102.csv,-19942.3125
17,c_ALL_20210512162809352.csv,-19647.0
18,c_ALL_20210512162809605.csv,-20035.6875
19,c_ALL_20210512162809853.csv,-20085.75
20,c_ALL_20210512162810102.csv,-19992.375
21,c_ALL_20210512162810352.csv,-19995.75
22,c_ALL_20210512162810601.csv,-19852.875
23,c_ALL_20210512162810852.csv,-20130.75
24,c_ALL_20210512162811102.csv,-19887.75
25,c_ALL_20210512162811352.csv,-19923.1875
26,c_ALL_20210512162811603.csv,-19654.3125
27,c_ALL_20210512162811864.csv,-19893.9375
28,c_ALL_20210512162812102.csv,-19749.375
29,c_ALL_20210512162812362.csv,-19885.5
30,c_ALL_20210512162812602.csv,-19676.8125
31,c_ALL_20210512162812852.csv,-20067.75
32,c_ALL_20210512162813101.csv,-19596.9375
33,c_ALL_20210512162813356.csv,-19739.25
34,c_ALL_20210512162813605.csv,-19867.5
35,c_ALL_20210512162813853.csv,-19680.75
36,c_ALL_20210512162814102.csv,-19757.8125
37,c_ALL_20210512162814358.csv,-20091.375
38,c_ALL_20210512162814602.csv,-20063.25
39,c_ALL_20210512162814853.csv,-19740.9375
40,c_ALL_20210512162815112.csv,-19742.625
41,c_ALL_20210512162815352.csv,-19793.25
42,c_ALL_20210512162815602.csv,-19643.625
43,c_ALL_20210512162815853.csv,-19789.3125
44,c_ALL_20210512162816107.csv,-19758.375
45,c_ALL_20210512162816352.csv,-19801.6875
46,c_ALL_20210512162816603.csv,-19830.375
47,c_ALL_20210512162816853.csv,-19833.75
48,c_ALL_20210512162817108.csv,-19800.5625
49,c_ALL_20210512162817352.csv,-20055.9375
50,c_ALL_20210512162817602.csv,-19659.9375
51,c_ALL_20210512162817853.csv,-19654.875
52,c_ALL_20210512162818102.csv,-19842.1875
53,c_ALL_20210512162818367.csv,-19822.5
54,c_ALL_20210512162818602.csv,-19843.875
55,c_ALL_20210512162818853.csv,-19855.6875
56,c_ALL_20210512162819107.csv,-20029.5
57,c_ALL_20210512162819352.csv,-19721.25
58,c_ALL_20210512162819605.csv,-19776.375
59,c_ALL_20210512162819852.csv,-19760.0625
60,c_ALL_20210512162820102.csv,-19797.1875
61,c_ALL_20210512162820352.csv,-19983.9375
62,c_ALL_20210512162820610.csv,-19721.8125
63,c_ALL_20210512162820852.csv,-19787.625
64,c_ALL_20210512162821108.csv,-19888.875
65,c_ALL_20210512162821358.csv,-19798.3125
66,c_ALL_20210512162821614.csv,-20008.6875
67,c_ALL_20210512162821852.csv,-19757.8125
68,c_ALL_20210512162822102.csv,-19805.625
69,c_ALL_20210512162822353.csv,-19741.5
70,c_ALL_20210512162822605.csv,-19812.375
71,c_ALL_20210512162822852.csv,-19820.25
72,c_ALL_20210512162823102.csv,-19784.25
73,c_ALL_20210512162823352.csv,-19744.3125
74,c_ALL_20210512162823601.csv,-19571.0625
75,c_ALL_20210512162823852.csv,-19803.375
76,c_ALL_20210512162824102.csv,-19794.9375
77,c_ALL_20210512162824353.csv,-19778.0625
78,c_ALL_20210512162824603.csv,-19658.25
79,c_ALL_20210512162824855.csv,-19767.375
80,c_ALL_20210512162825102.csv,-19793.25
81,c_ALL_20210512162825353.csv,-19682.4375
82,c_ALL_20210512162825602.csv,-19635.75
83,c_ALL_20210512162825853.csv,-20031.75
84,c_ALL_20210512162826103.csv,-19679.625
85,c_ALL_20210512162826353.csv,-19902.9375
86,c_ALL_20210512162826602.csv,-19643.0625
87,c_ALL_20210512162826853.csv,-19736.4375
88,c_ALL_20210512162827101.csv,-19697.625
89,c_ALL_20210512162827359.csv,-19957.5
90,c_ALL_20210512162827601.csv,-19673.4375
91,c_ALL_20210512162827852.csv,-19890.5625
92,c_ALL_20210512162828119.csv,-19806.1875
93,c_ALL_20210512162828352.csv,-19862.4375
94,c_ALL_20210512162828602.csv,-19778.0625
95,c_ALL_20210512162828858.csv,-19800.5625
96,c_ALL_20210512162829104.csv,-19762.875
97,c_ALL_20210512162829352.csv,-19899.5625
98,c_ALL_20210512162829602.csv,-19793.8125
99,c_ALL_20210512162829856.csv,-19661.625
100,c_ALL_20210512162830101.csv,-19748.25
101,c_ALL_20210512162830352.csv,-19853.4375
102,c_ALL_20210512162830602.csv,-19815.1875
103,c_ALL_20210512162830852.csv,-19711.6875
104,c_ALL_20210512162831102.csv,-19743.1875
105,c_ALL_20210512162831367.csv,-19924.875
106,c_ALL_20210512162831602.csv,-19712.8125
107,c_ALL_20210512162831852.csv,-19729.125
108,c_ALL_20210512162832104.csv,-19842.75
109,c_ALL_20210512162832352.csv,-19748.25
110,c_ALL_20210512162832601.csv,-19852.875
111,c_ALL_20210512162832852.csv,-19933.875
112,c_ALL_20210512162833101.csv,-19698.1875
113,c_ALL_20210512162833353.csv,-19869.75
114,c_ALL_20210512162833602.csv,-19837.6875
115,c_ALL_20210512162833853.csv,-20007.5625
116,c_ALL_20210512162834105.csv,-19869.75
117,c_ALL_20210512162834353.csv,-19863.5625
118,c_ALL_20210512162834603.csv,-19899.0
119,c_ALL_20210512162834852.csv,-19559.25
120,c_ALL_20210512162835103.csv,-19793.25
121,c_ALL_20210512162835353.csv,-19915.875
122,c_ALL_20210512162835602.csv,-19787.625
123,c_ALL_20210512162835852.csv,-19902.9375
124,c_ALL_20210512162836102.csv,-19839.375
125,c_ALL_20210512162836353.csv,-19783.125
126,c_ALL_20210512162836602.csv,-19796.0625
127,c_ALL_20210512162836852.csv,-19814.0625
128,c_ALL_20210512162837102.csv,-19825.3125
129,c_ALL_20210512162837366.csv,-19725.75
130,c_ALL_20210512162837603.csv,-19705.5
131,c_ALL_20210512162837858.csv,-19891.125
132,c_ALL_20210512162838102.csv,-19750.5
133,c_ALL_20210512162838361.csv,-19703.25
134,c_ALL_20210512162838602.csv,-19829.25
