,Filename,Injected_Charges
0,c_ALL_20210608152502751.csv,-2.91885837503e-07
1,c_ALL_20210608152503248.csv,-2.81294050019e-07
2,c_ALL_20210608152503745.csv,-2.80277787526e-07
3,c_ALL_20210608152504245.csv,-3.20268750009e-07
4,c_ALL_20210608152504745.csv,-2.97665875007e-07
5,c_ALL_20210608152505247.csv,-2.91873962494e-07
6,c_ALL_20210608152505745.csv,-3.17437987502e-07
7,c_ALL_20210608152506248.csv,-2.71609987517e-07
8,c_ALL_20210608152506757.csv,-3.07752975018e-07
9,c_ALL_20210608152507247.csv,-2.56305487523e-07
10,c_ALL_20210608152508245.csv,-3.4239710001e-07
11,c_ALL_20210608152508756.csv,-2.78519099996e-07
12,c_ALL_20210608152509744.csv,-2.58855762508e-07
13,c_ALL_20210608152510749.csv,-2.91189250019e-07
14,c_ALL_20210608152511744.csv,-3.03542337511e-07
15,c_ALL_20210608152512244.csv,-2.99801237503e-07
16,c_ALL_20210608152512749.csv,-2.50854149998e-07
17,c_ALL_20210608152513265.csv,-2.51388287513e-07
18,c_ALL_20210608152513750.csv,-3.44845487529e-07
19,c_ALL_20210608152514244.csv,-3.12175937502e-07
20,c_ALL_20210608152514744.csv,-3.20342137497e-07
21,c_ALL_20210608152515246.csv,-3.409284e-07
22,c_ALL_20210608152515744.csv,-2.7574129999e-07
23,c_ALL_20210608152516245.csv,-2.64840287505e-07
24,c_ALL_20210608152516749.csv,-3.04534137488e-07
25,c_ALL_20210608152517245.csv,-3.1232485001e-07
26,c_ALL_20210608152517745.csv,-3.15059425014e-07
27,c_ALL_20210608152518244.csv,-3.10929062539e-07
28,c_ALL_20210608152518756.csv,-3.66175837494e-07
29,c_ALL_20210608152519255.csv,-3.02883512522e-07
30,c_ALL_20210608152519745.csv,-2.88196512534e-07
31,c_ALL_20210608152520247.csv,-2.65021025014e-07
32,c_ALL_20210608152520746.csv,-2.70993675018e-07
33,c_ALL_20210608152521244.csv,-3.20221487533e-07
34,c_ALL_20210608152521746.csv,-3.61246050009e-07
35,c_ALL_20210608152522248.csv,-2.95995062517e-07
36,c_ALL_20210608152522751.csv,-2.79585475018e-07
37,c_ALL_20210608152523248.csv,-2.78084712508e-07
38,c_ALL_20210608152523744.csv,-2.52151612511e-07
39,c_ALL_20210608152524244.csv,-3.16650912522e-07
40,c_ALL_20210608152524744.csv,-3.26231900018e-07
41,c_ALL_20210608152525251.csv,-2.75677412518e-07
42,c_ALL_20210608152525753.csv,-3.13435637522e-07
43,c_ALL_20210608152526744.csv,-2.52253500049e-07
44,c_ALL_20210608152527245.csv,-3.58933037498e-07
45,c_ALL_20210608152528245.csv,-3.2492493753e-07
46,c_ALL_20210608152528756.csv,-3.39995025002e-07
47,c_ALL_20210608152529249.csv,-2.55516037529e-07
48,c_ALL_20210608152529744.csv,-2.84684124991e-07
49,c_ALL_20210608152530246.csv,-3.20344987511e-07
50,c_ALL_20210608152530751.csv,-3.07039050016e-07
51,c_ALL_20210608152531257.csv,-3.35967737492e-07
52,c_ALL_20210608152531756.csv,-3.0997573751e-07
53,c_ALL_20210608152532745.csv,-3.33313912511e-07
54,c_ALL_20210608152533244.csv,-2.75631099991e-07
55,c_ALL_20210608152533746.csv,-2.85534375015e-07
56,c_ALL_20210608152534244.csv,-3.30851275017e-07
57,c_ALL_20210608152534747.csv,-2.95345737502e-07
58,c_ALL_20210608152535745.csv,-2.74763750017e-07
59,c_ALL_20210608152536250.csv,-2.89659275027e-07
60,c_ALL_20210608152536747.csv,-3.05174675012e-07
61,c_ALL_20210608152537744.csv,-2.77320912498e-07
62,c_ALL_20210608152538745.csv,-2.57538350002e-07
63,c_ALL_20210608152539252.csv,-2.38956350003e-07
64,c_ALL_20210608152539745.csv,-2.58087687509e-07
65,c_ALL_20210608152540247.csv,-3.3859163752e-07
66,c_ALL_20210608152540745.csv,-3.14501062522e-07
67,c_ALL_20210608152541244.csv,-3.31436950018e-07
68,c_ALL_20210608152541745.csv,-2.52359662537e-07
69,c_ALL_20210608152542254.csv,-2.90276062525e-07
70,c_ALL_20210608152542749.csv,-2.55970612519e-07
71,c_ALL_20210608152543252.csv,-2.94348474996e-07
72,c_ALL_20210608152543744.csv,-3.07216462496e-07
73,c_ALL_20210608152544245.csv,-2.93056950046e-07
74,c_ALL_20210608152544745.csv,-3.09462737539e-07
75,c_ALL_20210608152545247.csv,-2.66629375024e-07
76,c_ALL_20210608152545747.csv,-2.66446262516e-07
77,c_ALL_20210608152546245.csv,-3.20278487511e-07
78,c_ALL_20210608152546755.csv,-2.71306700014e-07
79,c_ALL_20210608152547246.csv,-2.87980387507e-07
80,c_ALL_20210608152547747.csv,-3.28627562522e-07
81,c_ALL_20210608152548247.csv,-2.92691912512e-07
82,c_ALL_20210608152548756.csv,-2.59537862526e-07
83,c_ALL_20210608152549255.csv,-2.83538662502e-07
84,c_ALL_20210608152549755.csv,-3.53664812502e-07
85,c_ALL_20210608152550257.csv,-3.0954206252e-07
86,c_ALL_20210608152550747.csv,-2.91341012499e-07
87,c_ALL_20210608152551253.csv,-3.3988625002e-07
88,c_ALL_20210608152552246.csv,-2.71944150014e-07
89,c_ALL_20210608152552748.csv,-2.94526600004e-07
90,c_ALL_20210608152553245.csv,-2.99117950011e-07
91,c_ALL_20210608152553745.csv,-2.37683350022e-07
92,c_ALL_20210608152554245.csv,-3.01924487512e-07
93,c_ALL_20210608152554750.csv,-3.20257824999e-07
94,c_ALL_20210608152555245.csv,-2.741170375e-07
95,c_ALL_20210608152555746.csv,-2.72826937508e-07
96,c_ALL_20210608152556246.csv,-2.89636712507e-07
97,c_ALL_20210608152556745.csv,-2.72992712522e-07
98,c_ALL_20210608152557252.csv,-2.76426487505e-07
99,c_ALL_20210608152557756.csv,-2.49486625e-07
100,c_ALL_20210608152558246.csv,-2.82500075011e-07
101,c_ALL_20210608152558763.csv,-2.7984957501e-07
102,c_ALL_20210608152559245.csv,-3.52653775014e-07
103,c_ALL_20210608152559745.csv,-2.35794750031e-07
104,c_ALL_20210608152601249.csv,-2.57085200018e-07
105,c_ALL_20210608152601756.csv,-3.05314087486e-07
106,c_ALL_20210608152602249.csv,-3.31440512515e-07
107,c_ALL_20210608152602744.csv,-2.87633875022e-07
108,c_ALL_20210608152603245.csv,-3.42722950026e-07
