,Filename,Injected_Charges
0,c_ALL_20210604151703201.csv,-1.44883787646e-07
1,c_ALL_20210604151708203.csv,-3.20900738418e-07
2,c_ALL_20210604151714703.csv,-2.00091612663e-07
3,c_ALL_20210604151715704.csv,-5.51777789074e-06
4,c_ALL_20210604151717709.csv,-6.86414092903e-06
5,c_ALL_20210604151721705.csv,-1.5255290015e-07
6,c_ALL_20210604151725700.csv,-6.89955407845e-06
7,c_ALL_20210604151726200.csv,-6.72766440362e-06
8,c_ALL_20210604151728213.csv,-7.13627650455e-06
9,c_ALL_20210604151729204.csv,-9.67301876328e-08
10,c_ALL_20210604151735201.csv,-1.32367537621e-07
11,c_ALL_20210604151746709.csv,-1.55192237676e-07
12,c_ALL_20210604151747199.csv,-6.8634695162e-06
13,c_ALL_20210604151751700.csv,-6.75776586632e-06
14,c_ALL_20210604151753199.csv,-1.29270775126e-07
15,c_ALL_20210604151754200.csv,-1.18796312654e-07
16,c_ALL_20210604151759206.csv,-1.5380903764e-07
17,c_ALL_20210604151810204.csv,-2.00255250166e-07
18,c_ALL_20210604151813200.csv,-1.69609912649e-07
19,c_ALL_20210604151828711.csv,-6.06517691608e-06
20,c_ALL_20210604151840212.csv,-5.28842794083e-06
21,c_ALL_20210604151840715.csv,-1.0173383765e-07
22,c_ALL_20210604151842710.csv,-1.55140225158e-07
23,c_ALL_20210604151846199.csv,-1.81282562662e-07
24,c_ALL_20210604151857701.csv,-6.57412065377e-06
25,c_ALL_20210604151901217.csv,-1.63272937638e-07
26,c_ALL_20210604151901702.csv,-1.42396212644e-07
27,c_ALL_20210604151903700.csv,-5.74909457845e-06
28,c_ALL_20210604151905700.csv,-1.56253862662e-07
29,c_ALL_20210604151921700.csv,-7.02307474147e-06
30,c_ALL_20210604151922711.csv,-1.42490500158e-07
31,c_ALL_20210604151928700.csv,-1.28743525135e-07
32,c_ALL_20210604151944200.csv,-9.28598876472e-08
33,c_ALL_20210604151951710.csv,-1.82140175168e-07
34,c_ALL_20210604151954200.csv,-1.60777050142e-07
35,c_ALL_20210604151955199.csv,-1.51097262636e-07
36,c_ALL_20210604151959702.csv,-1.58610337654e-07
37,c_ALL_20210604152014199.csv,-6.63439221648e-06
38,c_ALL_20210604152015206.csv,-5.85057927822e-06
39,c_ALL_20210604152024200.csv,-6.34867852852e-06
40,c_ALL_20210604152026200.csv,-8.33646376072e-08
41,c_ALL_20210604152026702.csv,-1.40955062634e-07
42,c_ALL_20210604152031205.csv,-1.33075525156e-07
43,c_ALL_20210604152041705.csv,-1.55525687632e-07
44,c_ALL_20210604152043700.csv,-1.21201950142e-07
45,c_ALL_20210604152051707.csv,-1.23033550137e-07
46,c_ALL_20210604152108204.csv,-1.26337887641e-07
47,c_ALL_20210604152114702.csv,-1.4642872515e-07
48,c_ALL_20210604152116701.csv,-6.40777232895e-06
49,c_ALL_20210604152120700.csv,-5.63402251328e-08
50,c_ALL_20210604152128201.csv,-6.95901956647e-06
51,c_ALL_20210604152135713.csv,-1.20974425143e-07
52,c_ALL_20210604152139200.csv,-1.31356262643e-07
53,c_ALL_20210604152140710.csv,-1.46738187652e-07
54,c_ALL_20210604152201202.csv,-1.25570287659e-07
55,c_ALL_20210604152207206.csv,-7.04354842882e-06
56,c_ALL_20210604152209703.csv,-6.53057526653e-06
57,c_ALL_20210604152212701.csv,-1.71283100146e-07
58,c_ALL_20210604152227200.csv,-6.56262399172e-06
59,c_ALL_20210604152230201.csv,-5.78129934017e-06
60,c_ALL_20210604152230715.csv,-6.95687327903e-06
61,c_ALL_20210604152233705.csv,-1.06537275131e-07
62,c_ALL_20210604152237213.csv,-1.27274587644e-07
63,c_ALL_20210604152243705.csv,-1.62048625147e-07
64,c_ALL_20210604152255200.csv,-1.48297612649e-07
65,c_ALL_20210604152255716.csv,-1.40416887647e-07
66,c_ALL_20210604152256717.csv,-1.1997098763e-07
67,c_ALL_20210604152302200.csv,-1.84395475146e-07
68,c_ALL_20210604152308201.csv,-1.43096600152e-07
69,c_ALL_20210604152313711.csv,-6.88340217911e-06
70,c_ALL_20210604152349200.csv,-1.49070912637e-07
71,c_ALL_20210604152352716.csv,-1.07435262651e-07
72,c_ALL_20210604152400705.csv,-1.76511187658e-07
73,c_ALL_20210604152415213.csv,-3.14833633927e-06
74,c_ALL_20210604152419200.csv,-1.46139450114e-07
75,c_ALL_20210604152424716.csv,-1.06037812654e-07
76,c_ALL_20210604152426701.csv,-1.19852000138e-07
77,c_ALL_20210604152430702.csv,-6.51579635338e-06
78,c_ALL_20210604152431201.csv,-8.888413766e-08
79,c_ALL_20210604152432200.csv,-4.51724002793e-06
80,c_ALL_20210604152436704.csv,-6.11297474089e-06
81,c_ALL_20210604152438208.csv,-1.29551025154e-07
82,c_ALL_20210604152459201.csv,-1.43815037651e-07
83,c_ALL_20210604152502702.csv,-1.05267600125e-07
84,c_ALL_20210604152505202.csv,-1.5052061265e-07
85,c_ALL_20210604152510201.csv,-1.12556237634e-07
86,c_ALL_20210604152518710.csv,-1.00106725143e-07
