,Filename,Voltage
0,tension_ALL_20200702115101634.csv,20292.25
1,tension_ALL_20200702115102630.csv,20582.375
2,tension_ALL_20200702115103625.csv,20476.5
3,tension_ALL_20200702115104629.csv,20545.25
4,tension_ALL_20200702115105625.csv,20593.375
5,tension_ALL_20200702115106626.csv,20365.8125
6,tension_ALL_20200702115107628.csv,20413.25
7,tension_ALL_20200702115108631.csv,20581.6875
8,tension_ALL_20200702115109625.csv,20525.3125
9,tension_ALL_20200702115110625.csv,20565.875
10,tension_ALL_20200702115111637.csv,20563.125
11,tension_ALL_20200702115112626.csv,20576.1875
12,tension_ALL_20200702115113627.csv,20500.5625
13,tension_ALL_20200702115114626.csv,20232.4375
14,tension_ALL_20200702115115625.csv,20180.1875
15,tension_ALL_20200702115116625.csv,20534.9375
16,tension_ALL_20200702115117626.csv,20601.625
17,tension_ALL_20200702115118625.csv,20473.0625
18,tension_ALL_20200702115119626.csv,20590.625
19,tension_ALL_20200702115120640.csv,20544.5625
20,tension_ALL_20200702115121626.csv,20521.1875
21,tension_ALL_20200702115123626.csv,20351.375
22,tension_ALL_20200702115125633.csv,20531.5
23,tension_ALL_20200702115126641.csv,20168.5
24,tension_ALL_20200702115127626.csv,20570.0
25,tension_ALL_20200702115129627.csv,20581.0
26,tension_ALL_20200702115130627.csv,20512.9375
27,tension_ALL_20200702115131625.csv,20609.1875
28,tension_ALL_20200702115132630.csv,20243.4375
29,tension_ALL_20200702115133627.csv,20551.4375
30,tension_ALL_20200702115134633.csv,20495.0625
31,tension_ALL_20200702115135637.csv,20653.875
32,tension_ALL_20200702115136626.csv,20512.25
33,tension_ALL_20200702115137641.csv,20493.0
34,tension_ALL_20200702115138631.csv,20444.1875
35,tension_ALL_20200702115139626.csv,20668.3125
36,tension_ALL_20200702115141626.csv,20600.25
37,tension_ALL_20200702115142627.csv,20558.3125
38,tension_ALL_20200702115143625.csv,20512.25
39,tension_ALL_20200702115144628.csv,20592.6875
40,tension_ALL_20200702115145627.csv,20595.4375
41,tension_ALL_20200702115146625.csv,20556.9375
42,tension_ALL_20200702115147625.csv,20650.4375
43,tension_ALL_20200702115148636.csv,20600.25
44,tension_ALL_20200702115149629.csv,20589.9375
45,tension_ALL_20200702115150636.csv,20539.0625
46,tension_ALL_20200702115151637.csv,20566.5625
47,tension_ALL_20200702115152636.csv,20699.25
48,tension_ALL_20200702115153626.csv,20271.625
49,tension_ALL_20200702115154631.csv,20612.625
50,tension_ALL_20200702115155625.csv,20581.0
51,tension_ALL_20200702115156625.csv,20581.0
52,tension_ALL_20200702115157625.csv,20418.75
53,tension_ALL_20200702115158636.csv,20420.125
54,tension_ALL_20200702115159625.csv,20561.75
55,tension_ALL_20200702115200633.csv,20552.125
56,tension_ALL_20200702115201626.csv,20422.1875
57,tension_ALL_20200702115202641.csv,20421.5
58,tension_ALL_20200702115203625.csv,20455.875
59,tension_ALL_20200702115204639.csv,20218.0
60,tension_ALL_20200702115205637.csv,20526.6875
61,tension_ALL_20200702115206640.csv,20594.75
62,tension_ALL_20200702115207638.csv,20576.875
63,tension_ALL_20200702115208632.csv,20552.125
64,tension_ALL_20200702115209625.csv,20442.8125
65,tension_ALL_20200702115210625.csv,20541.125
66,tension_ALL_20200702115211625.csv,20581.0
67,tension_ALL_20200702115212631.csv,20493.6875
68,tension_ALL_20200702115213625.csv,20659.375
69,tension_ALL_20200702115214625.csv,20572.0625
70,tension_ALL_20200702115215625.csv,20297.75
71,tension_ALL_20200702115216626.csv,20637.375
72,tension_ALL_20200702115217627.csv,20577.5625
73,tension_ALL_20200702115218642.csv,20563.8125
74,tension_ALL_20200702115219630.csv,20594.0625
75,tension_ALL_20200702115220626.csv,20570.6875
76,tension_ALL_20200702115221632.csv,20618.125
77,tension_ALL_20200702115222630.csv,20501.9375
78,tension_ALL_20200702115223625.csv,20578.9375
79,tension_ALL_20200702115224634.csv,20374.75
80,tension_ALL_20200702115225630.csv,20580.3125
81,tension_ALL_20200702115226639.csv,20537.6875
82,tension_ALL_20200702115227636.csv,20350.0
83,tension_ALL_20200702115228627.csv,20508.8125
84,tension_ALL_20200702115229626.csv,20577.5625
85,tension_ALL_20200702115230642.csv,20633.25
86,tension_ALL_20200702115231635.csv,20557.625
87,tension_ALL_20200702115232643.csv,20653.1875
88,tension_ALL_20200702115233626.csv,20647.6875
89,tension_ALL_20200702115234636.csv,20587.1875
90,tension_ALL_20200702115235626.csv,20526.6875
91,tension_ALL_20200702115236626.csv,20546.625
92,tension_ALL_20200702115237628.csv,20569.3125
93,tension_ALL_20200702115238641.csv,20572.75
94,tension_ALL_20200702115239630.csv,20684.125
95,tension_ALL_20200702115240632.csv,20594.0625
96,tension_ALL_20200702115241628.csv,20563.125
97,tension_ALL_20200702115242637.csv,20481.3125
98,tension_ALL_20200702115243636.csv,20609.875
99,tension_ALL_20200702115244644.csv,20611.9375
100,tension_ALL_20200702115245639.csv,20662.8125
101,tension_ALL_20200702115246639.csv,20517.0625
102,tension_ALL_20200702115247632.csv,20345.875
103,tension_ALL_20200702115248631.csv,20372.0
104,tension_ALL_20200702115249625.csv,20349.3125
105,tension_ALL_20200702115250636.csv,20655.9375
106,tension_ALL_20200702115251627.csv,20466.1875
107,tension_ALL_20200702115252639.csv,20523.9375
108,tension_ALL_20200702115253630.csv,20584.4375
109,tension_ALL_20200702115254631.csv,20577.5625
110,tension_ALL_20200702115255625.csv,20550.75
111,tension_ALL_20200702115256628.csv,20506.0625
112,tension_ALL_20200702115257627.csv,20478.5625
