,Filename,Plateau
0,c_ALL_20210219124047542.csv,4.32e-08
1,c_ALL_20210219124222690.csv,1.872e-08
2,c_ALL_20210219124302535.csv,2.672e-08
3,c_ALL_20210219124302731.csv,5.088e-08
4,c_ALL_20210219124302921.csv,3.952e-08
5,c_ALL_20210219124303122.csv,2.608e-08
6,c_ALL_20210219124303321.csv,1.664e-08
7,c_ALL_20210219124303522.csv,2.768e-08
8,c_ALL_20210219124303727.csv,1.968e-08
9,c_ALL_20210219124303922.csv,1.36e-08
10,c_ALL_20210219124304120.csv,1.536e-08
11,c_ALL_20210219124304322.csv,2.096e-08
12,c_ALL_20210219124304522.csv,4.016e-08
13,c_ALL_20210219124304722.csv,2.064e-08
14,c_ALL_20210219124304924.csv,4.528e-08
15,c_ALL_20210219124305123.csv,5.04e-08
16,c_ALL_20210219124305321.csv,3.28e-08
17,c_ALL_20210219124305522.csv,2.24e-08
18,c_ALL_20210219124305722.csv,3.6e-08
19,c_ALL_20210219124305926.csv,1.376e-08
20,c_ALL_20210219124306121.csv,4.944e-08
21,c_ALL_20210219124306328.csv,5.84e-08
22,c_ALL_20210219124306522.csv,3.648e-08
23,c_ALL_20210219124306724.csv,2.56e-08
24,c_ALL_20210219124306923.csv,3.216e-08
25,c_ALL_20210219124307122.csv,6.272e-08
26,c_ALL_20210219124307321.csv,3.456e-08
27,c_ALL_20210219124307523.csv,6.96e-08
28,c_ALL_20210219124307723.csv,4.4e-08
29,c_ALL_20210219124307922.csv,3.728e-08
30,c_ALL_20210219124308123.csv,2.08e-08
31,c_ALL_20210219124308322.csv,3.248e-08
32,c_ALL_20210219124308524.csv,1.648e-08
33,c_ALL_20210219124308722.csv,3.136e-08
34,c_ALL_20210219124308922.csv,3.856e-08
35,c_ALL_20210219124309122.csv,7.376e-08
36,c_ALL_20210219124309321.csv,3.056e-08
37,c_ALL_20210219124309522.csv,3.872e-08
38,c_ALL_20210219124309721.csv,5.84e-08
39,c_ALL_20210219124309927.csv,5.92e-08
40,c_ALL_20210219124310123.csv,2.768e-08
41,c_ALL_20210219124310322.csv,5.376e-08
42,c_ALL_20210219124310526.csv,1.744e-08
43,c_ALL_20210219124310722.csv,2.176e-08
44,c_ALL_20210219124310922.csv,3.616e-08
45,c_ALL_20210219124311121.csv,5.568e-08
46,c_ALL_20210219124311321.csv,4.08e-08
47,c_ALL_20210219124311522.csv,7.072e-08
48,c_ALL_20210219124311724.csv,3.44e-08
49,c_ALL_20210219124311924.csv,5.776e-08
50,c_ALL_20210219124312121.csv,2.848e-08
51,c_ALL_20210219124312322.csv,5.28e-08
52,c_ALL_20210219124312523.csv,2.816e-08
53,c_ALL_20210219124312724.csv,3.712e-08
54,c_ALL_20210219124312921.csv,2.4e-08
55,c_ALL_20210219124313130.csv,2.304e-08
56,c_ALL_20210219124313322.csv,3.152e-08
57,c_ALL_20210219124313522.csv,8.24e-08
58,c_ALL_20210219124313721.csv,1.792e-08
59,c_ALL_20210219124313922.csv,3.024e-08
60,c_ALL_20210219124314122.csv,7.136e-08
61,c_ALL_20210219124314322.csv,3.408e-08
62,c_ALL_20210219124314521.csv,7.696e-08
63,c_ALL_20210219124314725.csv,7.456e-08
64,c_ALL_20210219124314923.csv,3.696e-08
65,c_ALL_20210219124315121.csv,7.232e-08
66,c_ALL_20210219124315327.csv,3.888e-08
67,c_ALL_20210219124315522.csv,3.168e-08
68,c_ALL_20210219124315721.csv,4.672e-08
69,c_ALL_20210219124315921.csv,6.592e-08
70,c_ALL_20210219124316121.csv,2.048e-08
71,c_ALL_20210219124316322.csv,7.136e-08
72,c_ALL_20210219124316524.csv,2.752e-08
73,c_ALL_20210219124316722.csv,4.112e-08
74,c_ALL_20210219124316922.csv,3.408e-08
75,c_ALL_20210219124317122.csv,3.792e-08
76,c_ALL_20210219124317323.csv,5.536e-08
77,c_ALL_20210219124317522.csv,2e-08
78,c_ALL_20210219124317721.csv,5.376e-08
79,c_ALL_20210219124317924.csv,4.208e-08
80,c_ALL_20210219124318121.csv,3.872e-08
81,c_ALL_20210219124318322.csv,6.8e-08
82,c_ALL_20210219124318521.csv,5.44e-08
83,c_ALL_20210219124318724.csv,4.848e-08
84,c_ALL_20210219124318922.csv,4.288e-08
85,c_ALL_20210219124319127.csv,7.984e-08
86,c_ALL_20210219124319322.csv,5.792e-08
87,c_ALL_20210219124319522.csv,3.024e-08
88,c_ALL_20210219124319721.csv,3.824e-08
89,c_ALL_20210219124319922.csv,6.24e-08
90,c_ALL_20210219124320123.csv,1.776e-08
91,c_ALL_20210219124320336.csv,5.312e-08
92,c_ALL_20210219124320530.csv,7.776e-08
93,c_ALL_20210219124320723.csv,3.552e-08
94,c_ALL_20210219124320926.csv,3.84e-08
95,c_ALL_20210219124321122.csv,4.336e-08
96,c_ALL_20210219124321327.csv,3.808e-08
97,c_ALL_20210219124321522.csv,4.496e-08
98,c_ALL_20210219124321723.csv,7.744e-08
99,c_ALL_20210219124321922.csv,3.872e-08
100,c_ALL_20210219124322122.csv,4.448e-08
101,c_ALL_20210219124322322.csv,3.84e-08
102,c_ALL_20210219124322522.csv,6.736e-08
103,c_ALL_20210219124322722.csv,9.28e-08
104,c_ALL_20210219124322923.csv,2.96e-08
105,c_ALL_20210219124323131.csv,3.104e-08
106,c_ALL_20210219124323321.csv,5.76e-08
107,c_ALL_20210219124323522.csv,1.088e-07
108,c_ALL_20210219124323721.csv,3.584e-08
109,c_ALL_20210219124323922.csv,3.52e-08
110,c_ALL_20210219124324124.csv,4.656e-08
111,c_ALL_20210219124324322.csv,4.624e-08
112,c_ALL_20210219124324523.csv,5.168e-08
113,c_ALL_20210219124324722.csv,5.536e-08
114,c_ALL_20210219124324922.csv,8.384e-08
115,c_ALL_20210219124325122.csv,1.824e-08
116,c_ALL_20210219124325325.csv,6.496e-08
117,c_ALL_20210219124325522.csv,3.696e-08
118,c_ALL_20210219124325737.csv,5.28e-08
119,c_ALL_20210219124325930.csv,8.4e-08
120,c_ALL_20210219124326122.csv,4.016e-08
121,c_ALL_20210219124326322.csv,8.384e-08
122,c_ALL_20210219124326521.csv,4.016e-08
123,c_ALL_20210219124326722.csv,4.256e-08
124,c_ALL_20210219124326923.csv,2.08e-08
125,c_ALL_20210219124327127.csv,3.664e-08
126,c_ALL_20210219124327322.csv,4.432e-08
127,c_ALL_20210219124327522.csv,3.84e-08
128,c_ALL_20210219124327722.csv,6.72e-08
129,c_ALL_20210219124327922.csv,1.568e-07
130,c_ALL_20210219124328123.csv,3.984e-08
131,c_ALL_20210219124328331.csv,8.304e-08
132,c_ALL_20210219124328522.csv,8.368e-08
133,c_ALL_20210219124328722.csv,4.304e-08
134,c_ALL_20210219124328923.csv,8.752e-08
135,c_ALL_20210219124329122.csv,2.416e-08
136,c_ALL_20210219124329321.csv,6.88e-08
137,c_ALL_20210219124329522.csv,3.792e-08
138,c_ALL_20210219124329721.csv,4.48e-08
139,c_ALL_20210219124329922.csv,1.4288e-07
140,c_ALL_20210219124330121.csv,2.3376e-07
141,c_ALL_20210219124330322.csv,6.272e-08
142,c_ALL_20210219124330523.csv,3.744e-08
143,c_ALL_20210219124330722.csv,5.088e-08
144,c_ALL_20210219124330923.csv,3.952e-08
145,c_ALL_20210219124331123.csv,4.592e-08
146,c_ALL_20210219124331321.csv,7.392e-08
147,c_ALL_20210219124331522.csv,5.216e-08
148,c_ALL_20210219124331722.csv,5.216e-08
149,c_ALL_20210219124331922.csv,5.696e-08
150,c_ALL_20210219124332123.csv,6.56e-08
151,c_ALL_20210219124332328.csv,5.216e-08
152,c_ALL_20210219124332522.csv,1.2944e-07
